id,poilon,poilat,Taxonomy,cat
58913,-1.1531659999999988,1.697378999999998,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
58916,-1.1081680000000063,1.7957269999999994,Service,
58921,-1.2082240000000013,1.7549369999999982,Service,
58925,-1.2273459999999972,1.7817310000000006,Service,Other Personal Care Services
58931,-1.121879000000007,1.7225919999999988,Service,
58937,-1.3149209999999982,1.6463129999999992,Transportation,Bus and Other Motor Vehicle Transit Systems
58944,-1.2410830000000033,1.6190190000000015,Service,
58957,-1.2299390000000017,1.5322159999999982,Service,
58959,-1.147521999999995,1.5388590000000022,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
58961,-1.0825430000000011,1.774917000000002,Service,Other Personal Care Services
58972,-1.347243000000006,1.5980300000000014,Transportation,Bus and Other Motor Vehicle Transit Systems
58980,-1.421685999999994,1.511685,Service,Drycleaning and Laundry Services (except Coin-Operated)
58988,-1.4206319999999977,1.6682800000000029,Service,
58989,-1.0359530000000063,1.5122440000000026,Service,"Hair, Nail, and Skin Care Services"
58990,-1.3597539999999952,1.6208250000000035,Transportation,Bus and Other Motor Vehicle Transit Systems
58995,-1.2254580000000033,1.7679389999999984,Service,Other Gasoline Stations
59004,-1.420178000000007,1.9874179999999981,Service,
59007,-1.1263799999999975,1.8989680000000035,Service,"Hair, Nail, and Skin Care Services"
59015,-1.2244560000000035,1.7753659999999982,Service,
59022,-1.2323430000000002,1.785311,Service,Car Washes
59024,-1.0747319999999974,1.8980949999999979,Service,Gasoline Stations with Convenience Stores
59031,-1.2819779999999952,1.5453350000000015,Transportation,Bus and Other Motor Vehicle Transit Systems
59034,-1.3512659999999954,1.6026960000000017,Service,Diet and Weight Reducing Centers
59037,-1.3241150000000061,1.6479739999999978,Transportation,Bus and Other Motor Vehicle Transit Systems
59040,-1.292336000000006,1.5839429999999979,Service,Other Gasoline Stations
59042,-1.3565459999999945,1.6331980000000001,Service,Drycleaning and Laundry Services (except Coin-Operated)
59045,-1.346080999999998,1.869920999999998,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59049,-1.2522989999999936,1.819383000000002,Service,Gasoline Stations with Convenience Stores
59052,-1.3017329999999987,1.6409909999999996,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59055,-1.1300159999999977,1.753942000000002,Service,
59065,-1.3130019999999973,1.6404289999999975,Service,"Hair, Nail, and Skin Care Services"
59093,-1.044899000000001,1.7649860000000004,Service,Other Personal Care Services
59094,-1.1443490000000054,1.698906000000001,Service,Gasoline Stations with Convenience Stores
59111,-1.1653249999999957,1.5421309999999977,Service,Other Personal Care Services
59112,-1.038618999999997,1.7624539999999982,Transportation,Bus and Other Motor Vehicle Transit Systems
59122,-1.3184949999999986,1.6252220000000008,Service,
59124,-1.3089630000000056,1.6344240000000028,Transportation,Bus and Other Motor Vehicle Transit Systems
59134,-1.3874090000000052,1.5832309999999978,Service,
59135,-1.308723999999998,1.6441450000000017,Service,"Hair, Nail, and Skin Care Services"
59141,-1.4314159999999987,1.9447699999999983,Service,Other Personal Care Services
59142,-1.1612360000000024,1.7079120000000003,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59145,-1.184280000000001,1.6219740000000016,Service,Gasoline Stations with Convenience Stores
59146,-1.363426000000004,1.8456329999999994,Service,"Hair, Nail, and Skin Care Services"
59151,-1.1612070000000045,1.6930419999999984,Transportation,Bus and Other Motor Vehicle Transit Systems
59152,-1.1807850000000002,1.704067000000002,Service,
59157,-1.3567209999999932,1.6329160000000016,Transportation,Bus and Other Motor Vehicle Transit Systems
59158,-1.2004850000000005,1.5106830000000002,Transportation,Bus and Other Motor Vehicle Transit Systems
59159,-1.156671000000003,1.7231099999999984,Grocery,Convenience Stores
59167,-1.2367559999999997,1.5350480000000033,Transportation,Bus and Other Motor Vehicle Transit Systems
59179,-1.3502210000000048,1.948241000000003,Service,Gasoline Stations with Convenience Stores
59190,-1.0589920000000035,1.8218519999999998,Service,"Hair, Nail, and Skin Care Services"
59198,-1.0734589999999997,1.502634999999998,Service,Other Personal Care Services
59204,-1.1555249999999972,1.7083629999999985,Service,"Hair, Nail, and Skin Care Services"
59206,-1.1129770000000008,1.5859820000000013,Service,Other Personal Care Services
59211,-1.4467029999999994,1.9911109999999965,Service,"Hair, Nail, and Skin Care Services"
59216,-1.3157680000000056,1.6468490000000031,Transportation,Bus and Other Motor Vehicle Transit Systems
59217,-1.4762599999999964,1.5913230000000027,Service,
59228,-1.2520820000000015,1.5278759999999991,Service,Beauty Salons
59234,-1.3256429999999995,1.5923569999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
59236,-1.244562000000002,1.5125540000000015,Transportation,Bus and Other Motor Vehicle Transit Systems
59244,-1.3139699999999976,1.644719000000002,Service,Gasoline Stations with Convenience Stores
59250,-1.3542079999999999,1.6045239999999978,Transportation,Bus and Other Motor Vehicle Transit Systems
59262,-1.3322000000000003,1.8991370000000032,Service,Automotive Oil Change and Lubrication Shops
59266,-1.1633759999999995,1.7066530000000029,Service,"Hair, Nail, and Skin Care Services"
59275,-1.1274999999999977,1.502246999999997,Service,General Automotive Repair
59276,-1.3083019999999976,1.6291930000000008,Transportation,Bus and Other Motor Vehicle Transit Systems
59283,-1.1528380000000027,1.6924029999999988,Service,
59285,-1.0624449999999968,1.5173369999999977,Service,
59286,-1.3489969999999971,1.8658339999999995,Service,"Hair, Nail, and Skin Care Services"
59287,-1.3032869999999974,1.6358809999999977,Transportation,Bus and Other Motor Vehicle Transit Systems
59288,-1.3158459999999934,1.640543000000001,Service,
59293,-1.1149529999999999,1.5872990000000016,Service,Other Personal Care Services
59294,-1.3584189999999978,1.841940000000001,Service,"Hair, Nail, and Skin Care Services"
59296,-1.0751280000000065,1.5741450000000015,Service,"Hair, Nail, and Skin Care Services"
59297,-1.4527080000000012,1.966222000000002,Service,Other Personal Care Services
59304,-1.0450419999999951,1.7648679999999999,Service,Other Personal Care Services
59308,-1.2722090000000037,1.646205000000002,Transportation,Bus and Other Motor Vehicle Transit Systems
59311,-1.4325110000000052,1.9561419999999998,Service,"Hair, Nail, and Skin Care Services"
59316,-1.3223200000000048,1.637521999999997,Service,"Hair, Nail, and Skin Care Services"
59318,-1.193990999999997,1.5000140000000002,Service,"Hair, Nail, and Skin Care Services"
59324,-1.1402819999999991,1.6573390000000003,Service,"Hair, Nail, and Skin Care Services"
59325,-1.1429119999999955,1.9914619999999985,Service,
59331,-1.1072560000000067,1.6607649999999978,Service,Diet and Weight Reducing Centers
59342,-1.308994999999996,1.6294630000000012,Service,
59354,-1.312856999999994,1.664983999999997,Transportation,Bus and Other Motor Vehicle Transit Systems
59355,-1.3082569999999976,1.6306299999999965,Transportation,Bus and Other Motor Vehicle Transit Systems
59370,-1.1403349999999932,1.6557299999999984,Service,"Hair, Nail, and Skin Care Services"
59383,-1.0258749999999992,1.876218999999999,Grocery,Convenience Stores
59389,-1.303681999999995,1.636218999999997,Service,Drycleaning and Laundry Services (except Coin-Operated)
59396,-1.1607070000000022,1.5171629999999965,Transportation,Bus and Other Motor Vehicle Transit Systems
59400,-1.3211919999999964,1.638219999999997,Service,"Hair, Nail, and Skin Care Services"
59401,-1.1707439999999991,1.8607709999999997,Service,"Hair, Nail, and Skin Care Services"
59407,-1.1818090000000012,1.7930610000000016,Service,Other Gasoline Stations
59423,-1.3084259999999972,1.6466250000000002,Service,Other Gasoline Stations
59447,-1.1152450000000016,1.6674089999999993,Service,Other Personal Care Services
59462,-1.4536679999999933,1.9756629999999973,Service,
59468,-1.3114570000000043,1.6567939999999979,Service,"Hair, Nail, and Skin Care Services"
59473,-1.103711000000004,1.5207570000000032,Service,"Hair, Nail, and Skin Care Services"
59476,-1.3237850000000009,1.6231209999999976,Transportation,Bus and Other Motor Vehicle Transit Systems
59480,-1.1061389999999989,1.8186940000000007,Service,
59485,-1.0376349999999945,1.7635059999999996,Service,"Hair, Nail, and Skin Care Services"
59489,-1.130418000000006,1.7023160000000033,Service,"Hair, Nail, and Skin Care Services"
59491,-1.3662360000000007,1.627709000000003,Transportation,Bus and Other Motor Vehicle Transit Systems
59494,-1.1936350000000004,1.8546649999999971,Service,
59504,-1.2292489999999958,1.6086030000000022,Service,"Hair, Nail, and Skin Care Services"
59505,-1.3066790000000026,1.5881380000000007,Service,"Hair, Nail, and Skin Care Services"
59507,-1.2434590000000014,1.7655630000000002,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59508,-1.353615000000005,1.860680000000002,Service,Other Personal Care Services
59509,-1.0819259999999957,1.778067,Service,"Hair, Nail, and Skin Care Services"
59513,-1.1652799999999957,1.7163389999999978,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59515,-1.009367999999995,1.9235109999999978,Service,Gasoline Stations with Convenience Stores
59540,-1.126700999999997,1.673251999999998,Service,Other Personal Care Services
59552,-1.1193219999999968,1.6959850000000003,Service,Gasoline Stations with Convenience Stores
59554,-1.320841999999999,1.8771020000000007,Service,Other Personal Care Services
59561,-1.1703640000000064,1.5434720000000013,Service,"Hair, Nail, and Skin Care Services"
59564,-1.3072039999999987,1.6259560000000022,Transportation,Bus and Other Motor Vehicle Transit Systems
59571,-1.1404560000000004,1.6557280000000034,Service,"Hair, Nail, and Skin Care Services"
59576,-1.4621680000000055,1.9851779999999977,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59579,-1.0647759999999948,1.5063030000000026,Service,General Automotive Repair
59580,-1.329352,1.655383999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
59605,-1.303404999999998,1.6575249999999997,Transportation,Bus and Other Motor Vehicle Transit Systems
59611,-1.2330620000000039,1.7858990000000006,Service,"Hair, Nail, and Skin Care Services"
59616,-1.4493290000000059,1.5549839999999975,Service,
59634,-1.1147979999999933,1.5868970000000004,Service,
59654,-1.3147869999999955,1.643507999999997,Transportation,Bus and Other Motor Vehicle Transit Systems
59656,-1.303967,1.6169099999999972,Transportation,Bus and Other Motor Vehicle Transit Systems
59670,-1.3003360000000015,1.6419119999999978,Transportation,Bus and Other Motor Vehicle Transit Systems
59672,-1.106347999999997,1.8499339999999975,Service,"Hair, Nail, and Skin Care Services"
59679,-1.069560999999993,1.9088939999999965,Service,
59684,-1.0755149999999958,1.7696979999999982,Service,Gasoline Stations with Convenience Stores
59690,-1.3305950000000024,1.6381780000000035,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59697,-1.2286480000000068,1.6632040000000003,Service,"Automotive Body, Paint, and Interior Repair and Maintenance"
59698,-1.4283690000000036,1.563766000000001,Transportation,Bus and Other Motor Vehicle Transit Systems
59726,-1.0700259999999986,1.5126769999999965,Transportation,Bus and Other Motor Vehicle Transit Systems
59738,-1.131331000000003,1.7414479999999983,Service,"Hair, Nail, and Skin Care Services"
59742,-1.1147870000000069,1.586894000000001,Service,
59747,-1.2320670000000007,1.611381999999999,Service,Gasoline Stations with Convenience Stores
59752,-1.1587789999999956,1.5214270000000027,Transportation,Bus and Other Motor Vehicle Transit Systems
59756,-1.063295999999994,1.5180920000000029,Service,
59764,-1.3142880000000048,1.646138999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
59772,-1.1085159999999945,1.848275000000001,Service,
59777,-1.070879000000005,1.5096479999999985,Service,"Hair, Nail, and Skin Care Services"
59778,-1.1080139999999972,1.5670089999999988,Service,Other Personal Care Services
59779,-1.430053000000001,1.5600790000000018,Service,Other Gasoline Stations
59786,-1.102332000000004,1.8134230000000002,Service,
59788,-1.2386280000000056,1.802419999999998,Service,Other Personal Care Services
59792,-1.116277999999994,1.5919329999999974,Service,Diet and Weight Reducing Centers
59793,-1.3236399999999975,1.6662749999999988,Service,"Hair, Nail, and Skin Care Services"
59795,-1.1752500000000055,1.7133559999999974,Transportation,Bus and Other Motor Vehicle Transit Systems
59797,-1.4796730000000053,1.5417270000000016,Transportation,Bus and Other Motor Vehicle Transit Systems
59800,-1.2188119999999998,1.5978449999999995,Service,"Hair, Nail, and Skin Care Services"
59808,-1.0330179999999984,1.5152939999999973,Service,Nail Salons
59810,-1.3533690000000007,1.6355999999999966,Grocery,Convenience Stores
59823,-1.435298000000003,1.5588660000000019,Service,Other Personal Care Services
59832,-1.1596200000000039,1.5078859999999992,Service,
59843,-1.2897719999999993,1.6195280000000025,Transportation,Bus and Other Motor Vehicle Transit Systems
59844,-1.457938999999996,1.9723449999999971,Service,"Hair, Nail, and Skin Care Services"
59852,-1.269919999999999,1.5539869999999993,Transportation,Bus and Other Motor Vehicle Transit Systems
59853,-1.0325220000000002,1.7375740000000022,Service,
59868,-1.3208599999999961,1.643687,Service,Drycleaning and Laundry Services (except Coin-Operated)
59875,-1.3835480000000047,1.6393100000000018,Service,"Hair, Nail, and Skin Care Services"
59883,-1.2795950000000005,1.6301780000000008,Service,Gasoline Stations with Convenience Stores
59886,-1.3588660000000061,1.6230169999999973,Service,Other Personal Care Services
59894,-1.3240980000000064,1.6218670000000017,Service,"Hair, Nail, and Skin Care Services"
59899,-1.3158559999999966,1.6508910000000014,Service,Other Gasoline Stations
59901,-1.4138750000000044,1.6709159999999983,Service,Gasoline Stations with Convenience Stores
59903,-1.031015999999994,1.6077370000000002,Service,
59910,-1.145990999999995,1.6541130000000024,Service,
59914,-1.1641089999999963,1.7152219999999971,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59916,-1.2044089999999983,1.5905750000000012,Transportation,Bus and Other Motor Vehicle Transit Systems
59927,-1.0858360000000005,1.7742999999999967,Service,Other Gasoline Stations
59932,-1.3107559999999978,1.6397770000000023,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
59939,-1.3548650000000038,1.6329879999999974,Transportation,Bus and Other Motor Vehicle Transit Systems
59941,-1.3104510000000005,1.6443939999999984,Transportation,Bus and Other Motor Vehicle Transit Systems
59948,-1.1396780000000035,1.6575249999999997,Service,Other Personal Care Services
59951,-1.3646669999999972,1.6236409999999992,Service,Beauty Salons
59989,-1.3625470000000064,1.6239190000000008,Transportation,Bus and Other Motor Vehicle Transit Systems
59996,-1.3478920000000016,1.6010989999999978,Service,Gasoline Stations with Convenience Stores
59998,-1.0442259999999948,1.8555849999999978,Service,
60001,-1.107481000000007,1.7741139999999973,Transportation,Bus and Other Motor Vehicle Transit Systems
60005,-1.299861000000007,1.6613469999999992,Transportation,Bus and Other Motor Vehicle Transit Systems
60015,-1.3039270000000016,1.6497460000000004,Transportation,Bus and Other Motor Vehicle Transit Systems
60021,-1.199228000000005,1.5100210000000018,Transportation,Bus and Other Motor Vehicle Transit Systems
60025,-1.1093369999999965,1.5667019999999994,Service,"Hair, Nail, and Skin Care Services"
60030,-1.3235439999999983,1.6291489999999982,Service,
60046,-1.2360850000000028,1.5346120000000028,Service,
60047,-1.1092929999999939,1.5665619999999976,Service,"Hair, Nail, and Skin Care Services"
60049,-1.2302269999999993,1.5740070000000017,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
60055,-1.3191829999999953,1.7187180000000026,Service,
60056,-1.3104780000000034,1.645944,Service,Other Personal Care Services
60058,-1.0843849999999975,1.512591999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
60062,-1.3167550000000006,1.625276999999997,Service,
60065,-1.1062359999999956,1.7399569999999969,Transportation,Bus and Other Motor Vehicle Transit Systems
60068,-1.1871880000000061,1.7232119999999966,Service,
60096,-1.222217999999998,1.599566000000003,Service,"Hair, Nail, and Skin Care Services"
60097,-1.0828669999999931,1.7735059999999976,Service,"Hair, Nail, and Skin Care Services"
60100,-1.310450000000003,1.6558899999999994,Transportation,Bus and Other Motor Vehicle Transit Systems
60103,-1.4494980000000055,1.9776250000000033,Service,
60107,-1.0151759999999967,1.501821999999997,Service,"Hair, Nail, and Skin Care Services"
60114,-1.0873629999999963,1.772354,Service,"Hair, Nail, and Skin Care Services"
60115,-1.0134410000000003,1.5142230000000012,Service,"Hair, Nail, and Skin Care Services"
60118,-1.1544600000000003,1.7080410000000015,Service,Drycleaning and Laundry Services (except Coin-Operated)
60120,-1.4231089999999966,1.5677880000000002,Service,"Hair, Nail, and Skin Care Services"
60121,-1.3834789999999941,1.6833699999999965,Transportation,Bus and Other Motor Vehicle Transit Systems
60128,-1.2726760000000041,1.6488530000000026,Transportation,Bus and Other Motor Vehicle Transit Systems
60131,-1.2013709999999946,1.512478999999999,Service,"Hair, Nail, and Skin Care Services"
60143,-1.0882859999999965,1.7933880000000002,Transportation,Bus and Other Motor Vehicle Transit Systems
60149,-1.2050080000000065,1.5904120000000006,Service,"Hair, Nail, and Skin Care Services"
60152,-1.071351000000007,1.5065039999999996,Service,"Hair, Nail, and Skin Care Services"
60163,-1.1091530000000063,1.7447969999999984,Service,Gasoline Stations with Convenience Stores
60184,-1.3264999999999958,1.8858549999999994,Service,"Hair, Nail, and Skin Care Services"
60192,-1.1740410000000026,1.5497470000000035,Service,"Hair, Nail, and Skin Care Services"
60201,-1.3003300000000024,1.6419410000000028,Transportation,Bus and Other Motor Vehicle Transit Systems
60210,-1.3462099999999992,1.6034190000000024,Service,"Hair, Nail, and Skin Care Services"
60219,-1.209232,1.6010869999999997,Transportation,Bus and Other Motor Vehicle Transit Systems
60222,-1.1687299999999965,1.7074690000000032,Service,"Hair, Nail, and Skin Care Services"
60230,-1.1341369999999955,1.7062939999999998,Service,
60234,-1.1699469999999934,1.7201730000000026,Service,"Hair, Nail, and Skin Care Services"
60235,-1.1154829999999976,1.6660990000000027,Service,Drycleaning and Laundry Services (except Coin-Operated)
60237,-1.3510789999999986,1.6000560000000021,Transportation,Bus and Other Motor Vehicle Transit Systems
60238,-1.3273219999999952,1.8909049999999965,Service,"Hair, Nail, and Skin Care Services"
60239,-1.0689490000000035,1.5036500000000004,Service,Other Personal Care Services
60241,-1.3251450000000062,1.8818879999999965,Service,Gasoline Stations with Convenience Stores
60248,-1.3134309999999942,1.6995799999999974,Service,Other Personal Care Services
60250,-1.011125000000007,1.5887850000000014,Service,Other Personal Care Services
60267,-1.4097260000000063,1.5717929999999996,Transportation,Bus and Other Motor Vehicle Transit Systems
60274,-1.1597579999999965,1.6903270000000035,Service,"Hair, Nail, and Skin Care Services"
60279,-1.0324569999999937,1.7627840000000035,Service,"Hair, Nail, and Skin Care Services"
60280,-1.252607999999995,1.5189319999999995,Transportation,Bus and Other Motor Vehicle Transit Systems
60283,-1.0280659999999955,1.6055759999999992,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
60291,-1.107245000000006,1.833556999999999,Service,General Automotive Repair
60323,-1.1585170000000033,1.6885400000000033,Service,
60324,-1.1026039999999995,1.523417000000002,Service,"Hair, Nail, and Skin Care Services"
60325,-1.4500050000000044,1.965594000000003,Service,
60335,-1.1136379999999946,1.715406999999999,Service,"Hair, Nail, and Skin Care Services"
60341,-1.4487869999999958,1.9784549999999967,Service,
60346,-1.1749200000000002,1.8611220000000017,Service,Other Personal Care Services
60348,-1.2234440000000006,1.7737959999999973,Service,Other Personal Care Services
60350,-1.386331999999996,1.6425100000000015,Service,
60352,-1.150810000000007,1.8749269999999996,Service,
60370,-1.4326070000000044,1.5610140000000001,Transportation,Bus and Other Motor Vehicle Transit Systems
60373,-1.1052860000000067,1.8490060000000028,Service,"Hair, Nail, and Skin Care Services"
60402,-1.1462199999999996,1.706620000000001,Transportation,Bus and Other Motor Vehicle Transit Systems
60403,-1.075682999999998,1.5027389999999983,Service,Diet and Weight Reducing Centers
60406,-1.1668669999999963,1.5419640000000001,Service,Gasoline Stations with Convenience Stores
60409,-1.1417579999999958,1.654826,Transportation,Bus and Other Motor Vehicle Transit Systems
60427,-1.352610999999996,1.594177000000002,Transportation,Bus and Other Motor Vehicle Transit Systems
60430,-1.3051159999999982,1.597059999999999,Transportation,Bus and Other Motor Vehicle Transit Systems
60432,-1.0684770000000015,1.5027979999999985,Service,Gasoline Stations with Convenience Stores
60436,-1.292186000000001,1.6228460000000027,Transportation,Bus and Other Motor Vehicle Transit Systems
60437,-1.0544540000000069,1.8429379999999966,Service,
60445,-1.1856149999999985,1.6390049999999974,Transportation,Bus and Other Motor Vehicle Transit Systems
60452,-1.384594000000007,1.5850440000000035,Service,
60453,-1.1420980000000043,1.720435000000002,Grocery,Convenience Stores
60457,-1.3551449999999932,1.6332009999999997,Grocery,Convenience Stores
60468,-1.3340149999999937,1.6747549999999976,Service,Gasoline Stations with Convenience Stores
60470,-1.021718000000007,1.599445000000003,Service,
60474,-1.338232000000005,1.6336590000000015,Transportation,Bus and Other Motor Vehicle Transit Systems
60480,-1.1834400000000045,1.619019999999999,Service,
60484,-1.2622939999999971,1.5513460000000023,Service,"Hair, Nail, and Skin Care Services"
60494,-1.3286020000000036,1.596541000000002,Transportation,Bus and Other Motor Vehicle Transit Systems
60497,-1.2964529999999996,1.590795,Transportation,Bus and Other Motor Vehicle Transit Systems
60500,-1.3063669999999945,1.6114370000000022,Transportation,Bus and Other Motor Vehicle Transit Systems
60502,-1.1684159999999935,1.7105430000000013,Grocery,Convenience Stores
60517,-1.198442,1.7430949999999967,Service,Other Personal Care Services
60527,-1.1108490000000018,1.5745259999999988,Service,
60533,-1.1646180000000044,1.7092329999999976,Service,Automotive Glass Replacement Shops
60537,-1.4556419999999974,1.978045999999999,Service,"Hair, Nail, and Skin Care Services"
60548,-1.2694879999999955,1.5566820000000021,Transportation,Bus and Other Motor Vehicle Transit Systems
60561,-1.3269030000000015,1.8866000000000014,Service,Other Personal Care Services
60563,-1.3613189999999946,1.6356350000000006,Transportation,Bus and Other Motor Vehicle Transit Systems
60575,-1.3509849999999943,1.868434999999998,Service,"Hair, Nail, and Skin Care Services"
60578,-1.3371949999999941,1.8730010000000021,Service,
60581,-1.0847490000000022,1.5253760000000014,Service,Gasoline Stations with Convenience Stores
60586,-1.3012530000000027,1.6082170000000033,Transportation,Bus and Other Motor Vehicle Transit Systems
60595,-1.092948000000007,1.771535,Service,
60601,-1.341228000000001,1.6565280000000016,Service,
60602,-1.3747050000000058,1.6795230000000032,Transportation,Bus and Other Motor Vehicle Transit Systems
60605,-1.3086140000000057,1.6426179999999988,Transportation,Bus and Other Motor Vehicle Transit Systems
60607,-1.1154999999999973,1.5869679999999988,Service,All Other Automotive Repair and Maintenance
60624,-1.1186150000000055,1.6962600000000023,Service,"Hair, Nail, and Skin Care Services"
60631,-1.108875999999995,1.8044769999999986,Service,
60638,-1.3219639999999941,1.6376509999999982,Service,"Hair, Nail, and Skin Care Services"
60646,-1.3499010000000027,1.8767550000000028,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
60648,-1.1597129999999964,1.6915759999999977,Service,
60652,-1.1977480000000043,1.742592000000002,Service,Other Personal Care Services
60653,-1.2069160000000068,1.7292449999999988,Service,
60661,-1.447294999999997,1.9540790000000001,Service,
60665,-1.167265999999998,1.541370999999998,Service,
60681,-1.4518829999999951,1.9817859999999996,Service,Other Personal Care Services
60685,-1.3150949999999995,1.6429699999999983,Service,Other Gasoline Stations
60686,-1.0895210000000048,1.7944400000000016,Service,"Hair, Nail, and Skin Care Services"
60702,-1.3111940000000004,1.6851860000000016,Service,"Hair, Nail, and Skin Care Services"
60703,-1.2114360000000062,1.5197450000000003,Transportation,Bus and Other Motor Vehicle Transit Systems
60712,-1.2073699999999974,1.501657999999999,Service,
60713,-1.1702439999999967,1.714942999999998,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
60715,-1.2965719999999976,1.8059859999999972,Service,"Hair, Nail, and Skin Care Services"
60722,-1.2303040000000038,1.784008,Service,"Hair, Nail, and Skin Care Services"
60724,-1.2726830000000007,1.6488549999999975,Transportation,Bus and Other Motor Vehicle Transit Systems
60729,-1.3352540000000062,1.6340300000000028,Transportation,Bus and Other Motor Vehicle Transit Systems
60730,-1.2917460000000034,1.573318999999998,Service,
60748,-1.4443019999999933,1.9859790000000004,Service,
60760,-1.3845919999999978,1.5850399999999993,Service,
60768,-1.405370000000005,1.6907229999999984,Transportation,Bus and Other Motor Vehicle Transit Systems
60778,-1.2100290000000058,1.5183249999999973,Transportation,Bus and Other Motor Vehicle Transit Systems
60780,-1.2974420000000038,1.636499999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
60784,-1.422819000000004,1.9414739999999995,Service,
60785,-1.3364949999999993,1.676476000000001,Transportation,Bus and Other Motor Vehicle Transit Systems
60800,-1.3471839999999986,1.601340999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
60802,-1.0986970000000014,1.5185869999999966,Service,"Hair, Nail, and Skin Care Services"
60806,-1.3243709999999993,1.6168740000000028,Service,"Hair, Nail, and Skin Care Services"
60821,-1.3003269999999958,1.6419059999999988,Transportation,Bus and Other Motor Vehicle Transit Systems
60823,-1.1444840000000056,1.5169769999999971,Transportation,Mixed Mode Transit Systems
60826,-1.3165359999999993,1.637559000000003,Service,Gasoline Stations with Convenience Stores
60828,-1.2454979999999978,1.6164839999999998,Transportation,Bus and Other Motor Vehicle Transit Systems
60847,-1.075177999999994,1.775981999999999,Service,"Hair, Nail, and Skin Care Services"
60849,-1.152518999999998,1.686205000000001,Service,Gasoline Stations with Convenience Stores
60850,-1.303528,1.6511309999999995,Grocery,Supermarkets and Other Grocery (except Convenience) Stores
60851,-1.4195940000000036,1.5010740000000027,Service,
60854,-1.0941190000000063,1.836936999999999,Service,"Hair, Nail, and Skin Care Services"
60855,-1.4019600000000025,1.9176870000000008,Service,
60870,-1.1349069999999983,1.7868539999999982,Service,Drycleaning and Laundry Services (except Coin-Operated)
60874,-1.1543499999999938,1.6563209999999984,Service,Other Gasoline Stations
60876,-1.3196200000000005,1.629612999999999,Service,
60888,-1.248115999999996,1.809623000000002,Service,"Hair, Nail, and Skin Care Services"
60892,-1.0178800000000052,1.735047999999999,Service,
60911,-1.223827,1.7819870000000009,Service,Drycleaning and Laundry Services (except Coin-Operated)
60913,-1.3361230000000006,1.6410780000000003,Service,Other Gasoline Stations
60938,-1.3000880000000024,1.6619689999999991,Transportation,Bus and Other Motor Vehicle Transit Systems
60940,-1.231667999999999,1.6103340000000017,Service,"Hair, Nail, and Skin Care Services"
60941,-1.1671359999999993,1.7112219999999994,Transportation,Bus and Other Motor Vehicle Transit Systems
60950,-1.3031079999999946,1.908650999999999,Service,
60955,-1.2785410000000041,1.573996000000001,Service,"Hair, Nail, and Skin Care Services"
60969,-1.1307939999999945,1.7086219999999983,Service,
60970,-1.2876969999999943,1.5217680000000016,Service,"Hair, Nail, and Skin Care Services"
60982,-1.4273160000000047,1.9306849999999969,Service,
60988,-1.1896100000000018,1.9044949999999972,Service,
60989,-1.139673000000002,1.6565889999999968,Service,Other Personal Care Services
61002,-1.077735000000004,1.505307000000002,Service,
61006,-1.0963409999999953,1.6497850000000014,Service,
61016,-1.300309999999996,1.6372670000000014,Service,
61018,-1.3233050000000048,1.6391059999999982,Service,
61019,-1.3024269999999945,1.560029,Service,
61028,-1.3199589999999972,1.6378330000000005,Service,
61029,-1.0834669999999988,1.7733109999999996,Service,"Hair, Nail, and Skin Care Services"
61035,-1.3231360000000052,1.6436940000000035,Service,
61039,-1.3192549999999983,1.720714000000001,Service,
61061,-1.3150849999999963,1.6429710000000028,Service,Other Gasoline Stations
61063,-1.3271369999999933,1.8870319999999978,Service,Other Personal Care Services
61065,-1.0770069999999947,1.5003480000000025,Service,"Hair, Nail, and Skin Care Services"
61096,-1.1478100000000069,1.5912310000000005,Service,
61103,-1.1184109999999947,1.6963480000000004,Service,"Hair, Nail, and Skin Care Services"
61110,-1.3183839999999947,1.6409670000000034,Service,
61114,-1.2280839999999955,1.7824529999999967,Service,"Hair, Nail, and Skin Care Services"
61117,-1.3349089999999961,1.9014999999999986,Service,Other Personal Care Services
61121,-1.2498410000000035,1.7638180000000006,Service,
61123,-1.2237789999999933,1.7818070000000006,Service,Drycleaning and Laundry Services (except Coin-Operated)
61161,-1.3167219999999986,1.7734290000000001,Service,
