id,poilon,poilat,Taxonomy,cat
5,-1.0490980000000008,1.5396140000000003,City / Outdoors,Nature Parks and Other Similar Institutions
8,-1.123863,1.6794030000000006,Service,Offices of Real Estate Agents and Brokers
9,-1.1333379999999948,1.6493680000000026,Food,Full-Service Restaurants
26,-1.1049000000000007,1.8159330000000011,Service,Commercial Banking
28,-1.139758999999998,1.6547849999999968,Service,Commercial Banking
32,-1.3182180000000017,1.7248829999999984,Service,Commercial Banking
34,-1.0992310000000032,1.5166299999999993,Health,Offices of Dentists
37,-1.0184339999999992,1.7359670000000023,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
38,-1.2621529999999979,1.8472709999999992,Sports,Fitness and Recreational Sports Centers
41,-1.1104100000000017,1.7449939999999984,City / Outdoors,Postal Service
47,-1.0500710000000026,1.539479,Service,Commercial Banking
64,-1.1150140000000022,1.5063460000000006,City / Outdoors,Nature Parks and Other Similar Institutions
69,-1.203604999999996,1.856228999999999,City / Outdoors,Nature Parks and Other Similar Institutions
75,-1.233737000000005,1.7897340000000028,Sports,Fitness and Recreational Sports Centers
81,-1.0563340000000068,1.5729040000000012,City / Outdoors,Nature Parks and Other Similar Institutions
93,-1.067582999999999,1.8684390000000022,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
97,-1.2934249999999992,1.6764670000000024,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
103,-1.1244370000000004,1.7019499999999965,Sports,Fitness and Recreational Sports Centers
104,-1.3141899999999964,1.6419849999999983,Service,Offices of Real Estate Agents and Brokers
108,-1.109527,1.7448150000000027,Service,Commercial Banking
110,-1.2189580000000007,1.6775209999999987,City / Outdoors,Nature Parks and Other Similar Institutions
143,-1.4582999999999942,1.9737330000000028,Food,Full-Service Restaurants
151,-1.1601260000000053,1.6916650000000004,Arts / Museum,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
152,-1.321912999999995,1.627488999999997,Food,Full-Service Restaurants
180,-1.0896089999999958,1.797378000000002,Service,Offices of Real Estate Agents and Brokers
186,-1.2604460000000017,1.6203160000000025,Health,Offices of Dentists
207,-1.1033369999999962,1.5224449999999976,Food,Full-Service Restaurants
220,-1.0599849999999975,1.5017500000000013,Service,Offices of Real Estate Agents and Brokers
229,-1.3835360000000065,1.639749000000002,Food,Full-Service Restaurants
232,-1.302700999999999,1.9039000000000001,City / Outdoors,Nature Parks and Other Similar Institutions
252,-1.0587730000000022,1.9474829999999983,City / Outdoors,Libraries and Archives
259,-1.1260189999999994,1.7840679999999978,Service,Offices of Real Estate Agents and Brokers
262,-1.070498999999998,1.5031749999999988,Food,Full-Service Restaurants
270,-1.1571909999999974,1.8736749999999986,Service,Commercial Banking
272,-1.0865830000000045,1.7867740000000012,City / Outdoors,Nature Parks and Other Similar Institutions
288,-1.1264879999999948,1.6730360000000033,Service,Commercial Banking
290,-1.245047999999997,1.7742130000000031,Service,Hotels (except Casino Hotels) and Motels
294,-1.0930390000000045,1.8291850000000025,Health,Offices of Dentists
295,-1.1409629999999993,1.7261009999999999,Service,Offices of Real Estate Agents and Brokers
300,-1.0581920000000054,1.9645709999999994,City / Outdoors,Nature Parks and Other Similar Institutions
305,-1.3177869999999956,1.6224559999999997,Service,Commercial Banking
308,-1.1356179999999938,1.5082450000000023,Service,Veterinary Services
312,-1.1583920000000063,1.6276080000000022,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
325,-1.205883,1.7520489999999995,Service,Commercial Banking
327,-1.3427060000000068,1.6791120000000035,Food,Full-Service Restaurants
329,-1.3081320000000005,1.6448329999999984,Service,Commercial Banking
334,-1.4657590000000056,1.532307000000003,Entertainment,Amusement and Theme Parks
342,-1.388417000000004,1.5818450000000013,Service,Passenger Car Rental
345,-1.2768549999999976,1.5714789999999965,Service,Commercial Banking
348,-1.2323260000000005,1.5341689999999986,Food,Full-Service Restaurants
370,-1.2449799999999982,1.7743579999999994,Food,Full-Service Restaurants
371,-1.3182230000000033,1.6473360000000028,Food,Drinking Places (Alcoholic Beverages)
374,-1.0843500000000006,1.7733440000000016,Food,Drinking Places (Alcoholic Beverages)
378,-1.3491130000000027,1.8658319999999975,Food,Full-Service Restaurants
379,-1.4180080000000004,1.5457510000000028,City / Outdoors,Nature Parks and Other Similar Institutions
384,-1.1456989999999934,1.674582000000001,Food,Full-Service Restaurants
393,-1.3549330000000026,1.596314999999997,Food,Full-Service Restaurants
394,-1.2730499999999978,1.5669680000000028,Health,Offices of Dentists
403,-1.083233000000007,1.7737260000000035,Food,Full-Service Restaurants
417,-1.104371999999998,1.5641000000000034,City / Outdoors,Nature Parks and Other Similar Institutions
429,-1.1033950000000061,1.8204569999999975,Service,Commercial Banking
430,-1.2322709999999972,1.7724860000000007,Food,Full-Service Restaurants
445,-1.4351609999999937,1.5593450000000004,Service,Commercial Banking
446,-1.1846129999999988,1.792703000000003,Service,Commercial Banking
450,-1.281251999999995,1.6306140000000013,Service,Offices of Real Estate Agents and Brokers
457,-1.066387000000006,1.525115999999997,City / Outdoors,Nature Parks and Other Similar Institutions
461,-1.270536000000007,1.8014220000000023,Food,Full-Service Restaurants
471,-1.3112469999999945,1.685181,Food,Full-Service Restaurants
476,-1.3497739999999965,1.594965000000002,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
478,-1.452185,1.9438869999999966,Food,Full-Service Restaurants
480,-1.3032809999999984,1.6154889999999966,Food,Full-Service Restaurants
485,-1.3012200000000007,1.645111,Health,Offices of Dentists
490,-1.0036149999999964,1.5147350000000017,Food,Full-Service Restaurants
503,-1.2256229999999988,1.781872,Food,Full-Service Restaurants
505,-1.0861699999999956,1.7747650000000021,Food,Full-Service Restaurants
507,-1.3028730000000053,1.665689999999998,Food,Full-Service Restaurants
514,-1.1482440000000054,1.6887680000000032,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
524,-1.4438909999999936,1.9609400000000008,Sports,Fitness and Recreational Sports Centers
527,-1.3087600000000066,1.6432519999999968,Health,Offices of Dentists
540,-1.1373300000000057,1.6575190000000006,Service,Offices of Real Estate Agents and Brokers
543,-1.0768209999999954,1.7807930000000027,Service,Commercial Banking
544,-1.0086830000000049,1.5499849999999995,Health,Offices of Dentists
549,-1.1642080000000021,1.708601999999999,Health,Offices of Dentists
557,-1.1543829999999957,1.6825370000000035,Health,Offices of Dentists
566,-1.1296289999999942,1.7478570000000033,Health,Offices of Dentists
569,-1.317892999999998,1.634872999999999,Food,Drinking Places (Alcoholic Beverages)
580,-1.0327470000000005,1.5152519999999967,Service,Commercial Banking
589,-1.007946000000004,1.7321039999999996,Food,Full-Service Restaurants
591,-1.1032459999999986,1.5244240000000033,Service,Commercial Banking
604,-1.3229410000000001,1.6270209999999992,Food,Full-Service Restaurants
609,-1.2951259999999962,1.6330400000000012,City / Outdoors,Nature Parks and Other Similar Institutions
614,-1.1041450000000026,1.5152819999999991,Sports,Fitness and Recreational Sports Centers
617,-1.3087440000000043,1.644134000000001,Service,Offices of Real Estate Agents and Brokers
626,-1.2422090000000026,1.6425470000000004,Food,Full-Service Restaurants
628,-1.1713879999999932,1.703122999999998,Food,Full-Service Restaurants
635,-1.3418029999999987,1.679074,Food,Full-Service Restaurants
636,-1.143619000000001,1.5087469999999996,Sports,Fitness and Recreational Sports Centers
645,-1.2008699999999948,1.7885709999999975,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
648,-1.2505709999999937,1.775860999999999,Food,Full-Service Restaurants
649,-1.248418000000001,1.8102280000000022,Food,Full-Service Restaurants
651,-1.0124689999999958,1.575211000000003,City / Outdoors,Nature Parks and Other Similar Institutions
652,-1.1897069999999985,1.705091000000003,Service,Commercial Banking
654,-1.4395650000000018,1.926994999999998,Food,Full-Service Restaurants
664,-1.2767549999999943,1.8529059999999973,Food,Full-Service Restaurants
667,-1.2269170000000003,1.7825350000000029,Service,Commercial Banking
671,-1.1145199999999988,1.5865229999999997,Health,Offices of Dentists
676,-1.1709720000000061,1.722287999999999,City / Outdoors,Nature Parks and Other Similar Institutions
677,-1.0422559999999947,1.650737999999997,City / Outdoors,Nature Parks and Other Similar Institutions
683,-1.0472879999999947,1.5391490000000019,City / Outdoors,Postal Service
684,-1.206947999999997,1.6375910000000005,City / Outdoors,Nature Parks and Other Similar Institutions
687,-1.2677070000000015,1.5588109999999986,Health,Offices of Dentists
688,-1.0035170000000022,1.5808189999999982,Service,Offices of Real Estate Agents and Brokers
705,-1.1570549999999997,1.874571000000003,Food,Full-Service Restaurants
715,-1.0792050000000017,1.774290999999998,Health,Offices of Dentists
730,-1.3294929999999994,1.6431010000000015,City / Outdoors,Nature Parks and Other Similar Institutions
734,-1.349581999999998,1.5945570000000018,Health,Offices of Dentists
735,-1.1934629999999942,1.620040000000003,Sports,Fitness and Recreational Sports Centers
752,-1.300571000000005,1.6423709999999971,Food,Full-Service Restaurants
758,-1.3162300000000045,1.704901999999997,Health,Offices of Dentists
763,-1.0882589999999936,1.7976540000000014,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
768,-1.131153999999995,1.703285000000001,Service,Commercial Banking
770,-1.3119180000000057,1.6407209999999992,Food,Full-Service Restaurants
775,-1.3221280000000064,1.6124679999999998,Food,Full-Service Restaurants
783,-1.0937430000000035,1.5199599999999975,Food,Full-Service Restaurants
785,-1.0991829999999965,1.758733999999997,Food,Full-Service Restaurants
790,-1.3597440000000063,1.6266000000000034,Service,Commercial Banking
819,-1.334027000000006,1.6096379999999968,Sports,Fitness and Recreational Sports Centers
832,-1.4375710000000055,1.9277980000000028,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
836,-1.0388269999999977,1.7618050000000025,Food,Full-Service Restaurants
841,-1.170679000000007,1.707614999999997,Food,Full-Service Restaurants
845,-1.1356069999999931,1.5012260000000026,Sports,Fitness and Recreational Sports Centers
854,-1.1328900000000033,1.7048750000000013,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
855,-1.077887000000004,1.7844380000000015,Service,Commercial Banking
859,-1.1941659999999956,1.6967799999999968,City / Outdoors,Nature Parks and Other Similar Institutions
878,-1.3140439999999955,1.7021039999999985,Food,Full-Service Restaurants
880,-1.0692020000000042,1.501685000000002,Food,Full-Service Restaurants
885,-1.2105839999999972,1.594265,Health,Offices of Dentists
886,-1.076903999999999,1.7665590000000009,Health,Offices of Dentists
911,-1.1814640000000054,1.646929,Service,Commercial Banking
914,-1.462692000000004,1.9933660000000017,Food,Full-Service Restaurants
918,-1.1025410000000022,1.5237130000000008,Food,Full-Service Restaurants
920,-1.1604070000000064,1.5011149999999986,Health,Offices of Dentists
925,-1.225547000000006,1.7818460000000016,Service,Commercial Banking
933,-1.3375800000000027,1.6097770000000011,Service,Offices of Real Estate Agents and Brokers
934,-1.3314909999999998,1.8965099999999993,Service,Offices of Real Estate Agents and Brokers
945,-1.3185689999999965,1.7257790000000028,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
961,-1.0922199999999975,1.5196169999999967,Food,Full-Service Restaurants
978,-1.1405689999999993,1.6561570000000003,Service,Commercial Banking
1004,-1.1482529999999969,1.7031350000000032,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1007,-1.3517339999999933,1.5973189999999988,Sports,Fitness and Recreational Sports Centers
1013,-1.1031260000000032,1.517035,Health,Offices of Dentists
1024,-1.1847280000000069,1.565292999999997,Food,Full-Service Restaurants
1036,-1.2316069999999968,1.7682780000000022,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1042,-1.1028120000000001,1.5232740000000007,Food,Full-Service Restaurants
1048,-1.1781370000000067,1.5553349999999995,Service,Commercial Banking
1055,-1.4473500000000001,1.9546050000000008,Service,Passenger Car Rental
1057,-1.2745029999999957,1.5616520000000023,Sports,Fitness and Recreational Sports Centers
1058,-1.2103110000000044,1.6909909999999968,Service,Offices of Real Estate Agents and Brokers
1061,-1.3199539999999956,1.723982999999997,Service,Commercial Banking
1075,-1.0866690000000006,1.5256960000000035,Entertainment,Amusement and Theme Parks
1080,-1.0749509999999987,1.7695289999999986,Health,Offices of Dentists
1094,-1.1149759999999986,1.5471530000000016,City / Outdoors,Nature Parks and Other Similar Institutions
1102,-1.129493999999994,1.7456749999999985,Health,Offices of Dentists
1111,-1.4622039999999998,1.9799939999999978,Sports,Fitness and Recreational Sports Centers
1122,-1.305102000000005,1.7297939999999983,City / Outdoors,Nature Parks and Other Similar Institutions
1131,-1.1816979999999973,1.8599839999999972,Sports,Fitness and Recreational Sports Centers
1135,-1.440844999999996,1.581150000000001,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1144,-1.1547159999999934,1.6177909999999969,City / Outdoors,Nature Parks and Other Similar Institutions
1145,-1.4249750000000034,1.679076000000002,Food,Full-Service Restaurants
1150,-1.1620209999999958,1.7072819999999993,Food,Full-Service Restaurants
1151,-1.273336999999998,1.6309520000000006,Service,Commercial Banking
1158,-1.0564210000000003,1.9470930000000024,City / Outdoors,Postal Service
1182,-1.1151119999999963,1.7881149999999977,Shopping,Malls
1190,-1.4746099999999984,1.5193760000000012,City / Outdoors,Nature Parks and Other Similar Institutions
1196,-1.2513170000000002,1.7809450000000027,Sports,Fitness and Recreational Sports Centers
1214,-1.103941000000006,1.8229109999999977,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1225,-1.1607479999999981,1.6924729999999997,Food,Full-Service Restaurants
1246,-1.0710080000000062,1.5094210000000032,Service,Offices of Real Estate Agents and Brokers
1250,-1.4444850000000002,1.9645519999999976,Service,Commercial Banking
1254,-1.3491199999999992,1.8668150000000026,Food,Full-Service Restaurants
1272,-1.138575000000003,1.6561730000000026,Food,Full-Service Restaurants
1275,-1.4391269999999992,1.9610610000000008,Food,Full-Service Restaurants
1280,-1.2205160000000035,1.7700960000000023,Service,Commercial Banking
1284,-1.400431999999995,1.9176300000000026,Service,Offices of Real Estate Agents and Brokers
1292,-1.4096370000000036,1.6632680000000022,Health,Offices of Dentists
1294,-1.1525550000000067,1.7022460000000024,Service,Parking Lots and Garages
1297,-1.069710999999998,1.5030149999999978,Sports,Fitness and Recreational Sports Centers
1300,-1.1368449999999939,1.5588049999999996,Food,Full-Service Restaurants
1305,-1.2507999999999981,1.7730839999999972,Health,Offices of Dentists
1312,-1.2842219999999998,1.556586000000003,City / Outdoors,Nature Parks and Other Similar Institutions
1313,-1.360200000000006,1.6255620000000022,Service,Commercial Banking
1314,-1.4766500000000065,1.5516059999999996,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1320,-1.1625099999999975,1.6977019999999996,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1347,-1.0453540000000032,1.7629050000000035,Service,Commercial Banking
1363,-1.1525350000000003,1.702255000000001,Service,Parking Lots and Garages
1373,-1.125908999999993,1.6952349999999967,City / Outdoors,Nature Parks and Other Similar Institutions
1376,-1.3076460000000054,1.6456159999999969,Food,Full-Service Restaurants
1381,-1.3085889999999978,1.6320940000000022,Food,Drinking Places (Alcoholic Beverages)
1382,-1.264600999999999,1.5523629999999997,Sports,Fitness and Recreational Sports Centers
1395,-1.144951000000006,1.6729389999999995,Service,Passenger Car Rental
1397,-1.1397800000000018,1.6851119999999966,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1400,-1.205849999999998,1.5304140000000004,Service,Offices of Real Estate Agents and Brokers
1404,-1.171888999999993,1.7085069999999973,Service,Commercial Banking
1406,-1.3517470000000031,1.598557999999997,Health,Offices of Dentists
1421,-1.1103470000000044,1.6559939999999997,Arts / Museum,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1422,-1.3533390000000054,1.635424999999998,Food,Full-Service Restaurants
1423,-1.1653940000000063,1.716031000000001,Food,Full-Service Restaurants
1429,-1.0857799999999997,1.7725050000000024,Food,Full-Service Restaurants
1431,-1.4383389999999991,1.9272899999999993,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1432,-1.0859789999999947,1.775463000000002,Service,Offices of Real Estate Agents and Brokers
1446,-1.086080999999993,1.525691000000002,Shopping,Malls
1459,-1.1082909999999941,1.5646380000000022,Service,Offices of Real Estate Agents and Brokers
1463,-1.4358639999999951,1.604095000000001,City / Outdoors,Nature Parks and Other Similar Institutions
1465,-1.1650910000000039,1.5097129999999979,Sports,Fitness and Recreational Sports Centers
1468,-1.1369710000000026,1.6571369999999987,Health,Offices of Dentists
1474,-1.3961630000000014,1.659244000000001,Food,Full-Service Restaurants
1488,-1.2063660000000027,1.5151990000000026,Health,Offices of Dentists
1494,-1.2285279999999972,1.5736169999999987,City / Outdoors,Nature Parks and Other Similar Institutions
1500,-1.3620200000000011,1.6224459999999965,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1506,-1.0322929999999957,1.5146250000000023,Service,Commercial Banking
1515,-1.1575940000000031,1.8742390000000029,Food,Full-Service Restaurants
1516,-1.3269559999999956,1.6540170000000032,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1518,-1.0871190000000013,1.5259360000000015,Sports,Fitness and Recreational Sports Centers
1537,-1.3791190000000029,1.6425100000000015,Sports,Fitness and Recreational Sports Centers
1540,-1.0751790000000057,1.7701309999999992,Food,Full-Service Restaurants
1553,-1.2372210000000052,1.7983350000000016,Food,Full-Service Restaurants
1567,-1.3436119999999931,1.677934999999998,Sports,Fitness and Recreational Sports Centers
1569,-1.3909699999999958,1.8362359999999995,Service,Offices of Real Estate Agents and Brokers
1574,-1.0316279999999978,1.605324000000003,Food,Full-Service Restaurants
1595,-1.2158859999999976,1.7650569999999988,Service,Commercial Banking
1618,-1.105665000000002,1.8161699999999996,Shopping,Malls
1625,-1.1453889999999944,1.7045600000000007,Food,Full-Service Restaurants
1626,-1.033260999999996,1.5174099999999981,Service,Commercial Banking
1627,-1.0612689999999958,1.502366000000002,Sports,Fitness and Recreational Sports Centers
1636,-1.4537200000000041,1.9675849999999997,Food,Drinking Places (Alcoholic Beverages)
1638,-1.1044250000000062,1.507080000000002,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1661,-1.364811000000003,1.6801749999999984,Health,Offices of Dentists
1665,-1.116055000000003,1.7158090000000001,Food,Full-Service Restaurants
1679,-1.2314680000000067,1.7668060000000025,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1682,-1.1573659999999961,1.707531000000003,Food,Full-Service Restaurants
1688,-1.0114870000000025,1.5148889999999966,Food,Full-Service Restaurants
1689,-1.3818839999999994,1.9181600000000003,Health,Offices of Dentists
1693,-1.318990999999997,1.648487000000003,Food,Full-Service Restaurants
1700,-1.1088869999999957,1.8302619999999976,Service,Offices of Real Estate Agents and Brokers
1708,-1.3078550000000035,1.6465010000000007,Service,Parking Lots and Garages
1715,-1.0905690000000021,1.7779150000000001,Service,Commercial Banking
1718,-1.4219599999999986,1.5664209999999983,Food,Full-Service Restaurants
1727,-1.324099000000004,1.6167519999999982,Health,Offices of Dentists
1739,-1.1417370000000062,1.6558629999999965,Health,Offices of Dentists
1754,-1.432883000000004,1.9483749999999986,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1758,-1.437533000000002,1.927818000000002,Food,Full-Service Restaurants
1761,-1.142043000000001,1.6577449999999985,Service,Commercial Banking
1762,-1.103305000000006,1.8141729999999967,Food,Full-Service Restaurants
1768,-1.4273740000000004,1.6833910000000003,Sports,Fitness and Recreational Sports Centers
1773,-1.1379869999999954,1.6562580000000011,Service,Offices of Real Estate Agents and Brokers
1776,-1.1391880000000043,1.655109000000003,Service,Commercial Banking
1777,-1.2352649999999983,1.7937060000000002,Service,Offices of Real Estate Agents and Brokers
1786,-1.0810550000000063,1.5734309999999994,Service,Commercial Banking
1787,-1.2028820000000024,1.749015,Food,Full-Service Restaurants
1788,-1.2542990000000032,1.7616980000000027,Sports,Fitness and Recreational Sports Centers
1794,-1.3142119999999977,1.638776,Food,Full-Service Restaurants
1805,-1.146023999999997,1.6988460000000032,City / Outdoors,Nature Parks and Other Similar Institutions
1812,-1.1400909999999982,1.6568499999999986,Food,Full-Service Restaurants
1863,-1.295923000000002,1.6719390000000018,Food,Full-Service Restaurants
1868,-1.1707940000000008,1.860757999999997,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1878,-1.359250000000003,1.6248679999999993,Food,Full-Service Restaurants
1887,-1.2469130000000064,1.571710000000003,City / Outdoors,Nature Parks and Other Similar Institutions
1916,-1.4493609999999961,1.965843999999997,Food,Full-Service Restaurants
1917,-1.3612789999999961,1.6257999999999981,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1918,-1.0472950000000054,1.7674189999999967,Health,Offices of Dentists
1919,-1.085566,1.6700480000000013,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1920,-1.234609000000006,1.6122549999999976,Service,Commercial Banking
1929,-1.338173999999995,1.6098330000000018,Health,Offices of Dentists
1938,-1.0505079999999936,1.8045710000000028,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
1943,-1.1435630000000003,1.6646050000000017,Food,Full-Service Restaurants
1948,-1.4382310000000018,1.5565209999999965,Food,Full-Service Restaurants
1959,-1.3471940000000018,1.8702139999999972,Shopping,Malls
1968,-1.0813349999999957,1.7738200000000006,Service,Offices of Real Estate Agents and Brokers
1972,-1.0018850000000015,1.5506749999999982,Food,Full-Service Restaurants
1976,-1.1471240000000051,1.7444640000000007,Health,Offices of Dentists
1983,-1.046318999999997,1.767403999999999,Food,Full-Service Restaurants
1987,-1.3069639999999936,1.6458670000000026,Food,Full-Service Restaurants
1992,-1.311790000000002,1.5320529999999977,City / Outdoors,Nature Parks and Other Similar Institutions
1994,-1.308125000000004,1.6452659999999995,Entertainment,Casinos (except Casino Hotels)
1995,-1.1305980000000062,1.5067039999999992,Service,Hotels (except Casino Hotels) and Motels
1999,-1.1114850000000018,1.7193499999999986,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2004,-1.0349360000000019,1.514712000000003,Food,Full-Service Restaurants
2007,-1.3807139999999976,1.634836,Service,Offices of Real Estate Agents and Brokers
2008,-1.174081000000001,1.5466089999999966,Food,Full-Service Restaurants
2009,-1.0759740000000022,1.7716300000000018,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2015,-1.120244999999997,1.6964910000000017,Health,Offices of Dentists
2029,-1.4335300000000046,1.9933029999999974,Food,Drinking Places (Alcoholic Beverages)
2042,-1.455601999999999,1.9977429999999998,Arts / Museum,Museums
2048,-1.1251010000000008,1.7014330000000015,Food,Full-Service Restaurants
2050,-1.1134480000000053,1.7733729999999994,Service,Commercial Banking
2056,-1.2686920000000015,1.5379649999999998,Food,Drinking Places (Alcoholic Beverages)
2060,-1.1860620000000068,1.7253669999999985,Food,Full-Service Restaurants
2064,-1.3108780000000024,1.6844439999999992,Service,Offices of Real Estate Agents and Brokers
2067,-1.0706729999999993,1.5043429999999987,Sports,Fitness and Recreational Sports Centers
2070,-1.3242130000000003,1.8816929999999985,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2073,-1.1223559999999964,1.9182599999999965,City / Outdoors,Postal Service
2083,-1.3480500000000006,1.8665670000000034,Service,Commercial Banking
2089,-1.1699550000000016,1.711503999999998,City / Outdoors,Nature Parks and Other Similar Institutions
2094,-1.1160569999999979,1.5914059999999992,Food,Full-Service Restaurants
2101,-1.4316560000000038,1.9568960000000004,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2108,-1.3076429999999988,1.588982999999999,Arts / Museum,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
2117,-1.3381839999999983,1.6098380000000034,Health,Offices of Dentists
2119,-1.1995409999999964,1.5099189999999965,Arts / Museum,Art Dealers
2128,-1.269046000000003,1.5601649999999978,Service,Offices of Real Estate Agents and Brokers
2131,-1.0503510000000063,1.539445999999998,Service,Offices of Real Estate Agents and Brokers
2136,-1.4376010000000008,1.9279200000000003,Service,Passenger Car Rental
2138,-1.0602779999999967,1.5001979999999975,City / Outdoors,Nature Parks and Other Similar Institutions
2150,-1.4638549999999952,1.9735289999999992,Food,Full-Service Restaurants
2169,-1.2457019999999943,1.541082000000003,Service,Commercial Banking
2171,-1.0890189999999933,1.8664910000000035,Arts / Museum,Art Dealers
2172,-1.2479730000000018,1.5412589999999966,Health,Offices of Dentists
2187,-1.1353940000000051,1.6839349999999982,Service,Commercial Banking
2192,-1.1137910000000062,1.7712420000000009,Food,Full-Service Restaurants
2197,-1.2507999999999981,1.7731210000000033,Health,Offices of Dentists
2198,-1.172813000000005,1.8346409999999977,City / Outdoors,Nature Parks and Other Similar Institutions
2207,-1.0821559999999977,1.765196000000003,Health,Offices of Dentists
2208,-1.3076879999999989,1.6427070000000015,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2209,-1.302699000000004,1.6338110000000015,Food,Full-Service Restaurants
2212,-1.2076079999999934,1.6603720000000024,City / Outdoors,Nature Parks and Other Similar Institutions
2217,-1.0021459999999962,1.6638530000000031,City / Outdoors,Nature Parks and Other Similar Institutions
2219,-1.077888999999999,1.7844199999999972,Service,Commercial Banking
2224,-1.354263000000003,1.8601889999999983,Health,Offices of Dentists
2238,-1.0271379999999937,1.899433000000002,City / Outdoors,Nature Parks and Other Similar Institutions
2242,-1.107399000000001,1.8360830000000021,Food,Full-Service Restaurants
2243,-1.2767609999999934,1.5696530000000024,Health,Offices of Dentists
2274,-1.3236950000000007,1.8929990000000032,Food,Full-Service Restaurants
2275,-1.4480590000000007,1.978385000000003,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2291,-1.3217329999999947,1.617643000000001,Health,Offices of Dentists
2297,-1.1287710000000004,1.6253710000000012,City / Outdoors,Nature Parks and Other Similar Institutions
2313,-1.1389870000000002,1.6538359999999983,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2323,-1.1262799999999942,1.6739979999999974,Food,Full-Service Restaurants
2326,-1.326001000000005,1.8927130000000005,Service,Commercial Banking
2327,-1.2990630000000039,1.5848179999999985,City / Outdoors,Nature Parks and Other Similar Institutions
2336,-1.093880999999996,1.7756410000000002,City / Outdoors,Nature Parks and Other Similar Institutions
2339,-1.3588709999999935,1.6230290000000025,Food,Drinking Places (Alcoholic Beverages)
2351,-1.2744249999999937,1.566789,Sports,Fitness and Recreational Sports Centers
2359,-1.1018250000000052,1.8126549999999995,Food,Full-Service Restaurants
2364,-1.1059779999999932,1.6580459999999988,Service,Offices of Real Estate Agents and Brokers
2380,-1.459069999999997,1.9848929999999996,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2382,-1.295147,1.6248170000000002,City / Outdoors,Nature Parks and Other Similar Institutions
2388,-1.2010120000000057,1.744677000000003,Service,Passenger Car Rental
2411,-1.158140000000003,1.5888509999999982,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2417,-1.3375680000000045,1.609810000000003,Service,Offices of Real Estate Agents and Brokers
2424,-1.215395000000001,1.5659479999999988,City / Outdoors,Nature Parks and Other Similar Institutions
2426,-1.0527139999999946,1.6211429999999964,Food,Full-Service Restaurants
2427,-1.3532450000000011,1.6857589999999973,City / Outdoors,Nature Parks and Other Similar Institutions
2430,-1.196261000000007,1.7397390000000001,Health,Offices of Dentists
2435,-1.3546659999999946,1.635382,Service,Commercial Banking
2437,-1.2566329999999937,1.8141829999999999,Service,Veterinary Services
2443,-1.3448419999999999,1.8640880000000024,Food,Full-Service Restaurants
2450,-1.1749339999999933,1.7134909999999977,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2458,-1.1337209999999942,1.7078249999999997,Service,Veterinary Services
2472,-1.2456090000000017,1.791843,Food,Full-Service Restaurants
2475,-1.2487739999999974,1.7733210000000028,Health,Offices of Dentists
2481,-1.3572769999999963,1.8506509999999992,Food,Drinking Places (Alcoholic Beverages)
2485,-1.3170049999999947,1.6517880000000034,Coffee / Tea,Snack and Nonalcoholic Beverage Bars
2487,-1.3583469999999949,1.625072000000003,Food,Full-Service Restaurants
