Taxonomy_a,Taxonomy_b,cat_a,cat_b,dep,dep_count,prod,dep_avg
Service,Entertainment,Drycleaning and Laundry Services (except Coin-Operated),Casinos (except Casino Hotels),0.3653076874177832,28,154269,0.02367991543458395
Service,Entertainment,Drycleaning and Laundry Services (except Coin-Operated),Motion Picture Theaters (except Drive-Ins),0.19562347420125512,18,154269,0.012680672993359334
Service,Entertainment,Gasoline Stations with Convenience Stores,Amusement and Theme Parks,0.5029760705062644,41,154269,0.032603832948049465
Service,Entertainment,Gasoline Stations with Convenience Stores,Bowling Centers,0.3109213693331031,26,154269,0.020154494378851428
Service,Entertainment,Gasoline Stations with Convenience Stores,Casinos (except Casino Hotels),0.1286996648447292,14,154269,0.008342548719751161
Service,Entertainment,Gasoline Stations with Convenience Stores,Motion Picture Theaters (except Drive-Ins),0.23274657843691068,25,154269,0.015087060811758079
Service,Entertainment,General Automotive Repair,Amusement and Theme Parks,0.0143497673888783,4,154269,0.0009301782852600523
Service,Entertainment,General Automotive Repair,Bowling Centers,0.0333777441706216,3,154269,0.0021636066980807293
Service,Entertainment,General Automotive Repair,Casinos (except Casino Hotels),0.0225177484077852,1,154269,0.0014596418209611264
Service,Entertainment,General Automotive Repair,Motion Picture Theaters (except Drive-Ins),0.0349703740583492,3,154269,0.0022668438933518206
Service,Entertainment,"Hair, Nail, and Skin Care Services",Amusement and Theme Parks,0.9446025547277213,111,154269,0.061230873002853535
Service,Entertainment,"Hair, Nail, and Skin Care Services",Bowling Centers,1.079236927552563,93,154269,0.06995812039700543
Service,Entertainment,"Hair, Nail, and Skin Care Services",Casinos (except Casino Hotels),1.016536069694371,87,154269,0.06589373559784345
Service,Entertainment,"Hair, Nail, and Skin Care Services",Motion Picture Theaters (except Drive-Ins),0.9743223778515367,93,154269,0.06315736653841904
Service,Entertainment,Hotels (except Casino Hotels) and Motels,Amusement and Theme Parks,0.1205164654728329,19,154269,0.007812098702450453
Service,Entertainment,Hotels (except Casino Hotels) and Motels,Bowling Centers,0.1366507959523997,8,154269,0.008857955645813462
Service,Entertainment,Hotels (except Casino Hotels) and Motels,Casinos (except Casino Hotels),0.165023727759089,5,154269,0.01069714121172037
Service,Entertainment,Hotels (except Casino Hotels) and Motels,Motion Picture Theaters (except Drive-Ins),0.1843194443758647,10,154269,0.011947925012534255
Service,Entertainment,Nail Salons,Bowling Centers,0.0096822947829849,1,154269,0.0006276241359563425
Service,Entertainment,Offices of Real Estate Agents and Brokers,Amusement and Theme Parks,0.2451310542738737,12,154269,0.015889845288027647
Service,Entertainment,Offices of Real Estate Agents and Brokers,Bowling Centers,0.186164635433667,13,154269,0.012067533686850047
Service,Entertainment,Offices of Real Estate Agents and Brokers,Casinos (except Casino Hotels),0.1178176153750201,8,154269,0.00763715428083543
Service,Entertainment,Offices of Real Estate Agents and Brokers,Motion Picture Theaters (except Drive-Ins),0.1397105251829241,15,154269,0.009056292915810959
Service,Entertainment,Other Automotive Mechanical and Electrical Repair and Maintenance,Bowling Centers,0.0032955977304128,1,154269,0.00021362669949327474
Service,Entertainment,Other Gasoline Stations,Amusement and Theme Parks,0.16276047316119346,17,154269,0.01055043289067755
Service,Entertainment,Other Gasoline Stations,Bowling Centers,0.1309042080294295,20,154269,0.008485451259127207
Service,Entertainment,Other Gasoline Stations,Casinos (except Casino Hotels),0.0247120506734805,11,154269,0.0016018805251528498
Service,Entertainment,Other Gasoline Stations,Motion Picture Theaters (except Drive-Ins),0.16601690858736612,20,154269,0.010761521017661754
Service,Entertainment,Other Personal Care Services,Amusement and Theme Parks,0.3398300691693107,33,154269,0.022028409412734293
Service,Entertainment,Other Personal Care Services,Bowling Centers,0.3670804498170457,28,154269,0.023794829150188674
Service,Entertainment,Other Personal Care Services,Casinos (except Casino Hotels),0.1768916186484677,19,154269,0.011466439702627727
Service,Entertainment,Other Personal Care Services,Motion Picture Theaters (except Drive-Ins),0.46690548724714,29,154269,0.030265671473020502
Service,Entertainment,Parking Lots and Garages,Bowling Centers,0.0164297983346324,2,154269,0.0010650097125561454
Service,Entertainment,Passenger Car Rental,Amusement and Theme Parks,0.024748132274660502,2,154269,0.0016042194008297522
Service,Entertainment,Passenger Car Rental,Bowling Centers,0.0634107008573082,6,154269,0.004110398126474418
Service,Entertainment,Passenger Car Rental,Casinos (except Casino Hotels),0.0544196143608667,9,154269,0.0035275793815262107
Service,Entertainment,Passenger Car Rental,Motion Picture Theaters (except Drive-Ins),0.0721836109915541,4,154269,0.004679074278795746
Service,Entertainment,Veterinary Services,Amusement and Theme Parks,0.1453475006830787,8,154269,0.009421692023872502
Service,Entertainment,Veterinary Services,Bowling Centers,0.0770126571868231,5,154269,0.004992101925002632
Service,Entertainment,Veterinary Services,Casinos (except Casino Hotels),0.0065769008963608,2,154269,0.00042632679905624585
Service,Entertainment,Veterinary Services,Motion Picture Theaters (except Drive-Ins),0.0504670046005078,6,154269,0.0032713639552021338
Service,Food,All Other Automotive Repair and Maintenance,Drinking Places (Alcoholic Beverages),0.040161469452811197,5,3032271,0.0001324468342467121
Service,Food,All Other Automotive Repair and Maintenance,Full-Service Restaurants,0.7599277953891149,80,3032271,0.0025061341660726068
Service,Food,"Automotive Body, Paint, and Interior Repair and Maintenance",Drinking Places (Alcoholic Beverages),0.0327481688151981,3,3032271,0.00010799881941685984
Service,Food,"Automotive Body, Paint, and Interior Repair and Maintenance",Full-Service Restaurants,0.6810298814817417,53,3032271,0.0022459400280573265
Service,Food,Automotive Glass Replacement Shops,Full-Service Restaurants,0.7292219900526058,9,3032271,0.002404870771948173
Service,Food,Automotive Oil Change and Lubrication Shops,Drinking Places (Alcoholic Beverages),0.1332774409763486,10,3032271,0.00043953011118184556
Service,Food,Automotive Oil Change and Lubrication Shops,Full-Service Restaurants,1.5894514378562261,154,3032271,0.005241785572121443
Service,Food,Barber Shops,Drinking Places (Alcoholic Beverages),0.0046953128933414,1,3032271,1.5484476464476295e-05
Service,Food,Barber Shops,Full-Service Restaurants,0.197032676319702,20,3032271,0.0006497858414360128
Service,Food,Beauty Salons,Drinking Places (Alcoholic Beverages),0.3739322269358951,50,3032271,0.0012331754877314566
Service,Food,Beauty Salons,Full-Service Restaurants,6.5392330129523115,995,3032271,0.021565463683662547
Service,Food,Car Washes,Drinking Places (Alcoholic Beverages),0.0246986104244151,5,3032271,8.145251669265411e-05
Service,Food,Car Washes,Full-Service Restaurants,1.029149735612588,105,3032271,0.0033939899686162224
Service,Food,Commercial Banking,Drinking Places (Alcoholic Beverages),3.0531256037471084,416,3032271,0.01006877552747465
Service,Food,Commercial Banking,Full-Service Restaurants,47.62408039006677,5986,3032271,0.1570574674561303
Service,Food,Diet and Weight Reducing Centers,Drinking Places (Alcoholic Beverages),0.1188226167543963,15,3032271,0.00039186014955258386
Service,Food,Diet and Weight Reducing Centers,Full-Service Restaurants,1.6203822039252775,178,3032271,0.005343790854858544
Service,Food,Drycleaning and Laundry Services (except Coin-Operated),Drinking Places (Alcoholic Beverages),0.7975659733875775,86,3032271,0.0026302595427241744
Service,Food,Drycleaning and Laundry Services (except Coin-Operated),Full-Service Restaurants,11.633234271926089,1152,3032271,0.038364757872650854
Service,Food,Gasoline Stations with Convenience Stores,Drinking Places (Alcoholic Beverages),1.3184721290147843,130,3032271,0.0043481342169442785
Service,Food,Gasoline Stations with Convenience Stores,Full-Service Restaurants,20.567029057035604,1731,3032271,0.0678271469042035
Service,Food,General Automotive Repair,Drinking Places (Alcoholic Beverages),0.1611936970825517,19,3032271,0.0005315939673022356
Service,Food,General Automotive Repair,Full-Service Restaurants,1.6010101599049342,223,3032271,0.005279904599242396
Service,Food,"Hair, Nail, and Skin Care Services",Drinking Places (Alcoholic Beverages),5.913091186226268,490,3032271,0.01950053668100994
Service,Food,"Hair, Nail, and Skin Care Services",Full-Service Restaurants,76.54876616668717,6207,3032271,0.25244698170673785
Service,Food,Hotels (except Casino Hotels) and Motels,Drinking Places (Alcoholic Beverages),0.9314044416689303,76,3032271,0.0030716398424445912
Service,Food,Hotels (except Casino Hotels) and Motels,Full-Service Restaurants,7.297994173112302,706,3032271,0.024067750452094493
Service,Food,Nail Salons,Drinking Places (Alcoholic Beverages),0.0295970246090707,5,3032271,9.760679243072503e-05
Service,Food,Nail Salons,Full-Service Restaurants,0.4001413522250499,43,3032271,0.0013196094683656239
Service,Food,Offices of Real Estate Agents and Brokers,Drinking Places (Alcoholic Beverages),1.2778557057928204,87,3032271,0.004214187009646633
Service,Food,Offices of Real Estate Agents and Brokers,Full-Service Restaurants,16.208617217685436,1214,3032271,0.05345372236744485
Service,Food,Other Automotive Mechanical and Electrical Repair and Maintenance,Full-Service Restaurants,0.1520766011038752,13,3032271,0.0005015270769132284
Service,Food,Other Gasoline Stations,Drinking Places (Alcoholic Beverages),0.5852035374290444,98,3032271,0.0019299183266569657
Service,Food,Other Gasoline Stations,Full-Service Restaurants,11.446328984114686,1396,3032271,0.03774837072317971
Service,Food,Other Personal Care Services,Drinking Places (Alcoholic Beverages),1.27624159536639,102,3032271,0.004208863902225065
Service,Food,Other Personal Care Services,Full-Service Restaurants,20.317935299995504,1643,3032271,0.06700567099706954
Service,Food,Parking Lots and Garages,Drinking Places (Alcoholic Beverages),0.018839165469190202,2,3032271,6.212889767830845e-05
Service,Food,Parking Lots and Garages,Full-Service Restaurants,0.4795203828688245,43,3032271,0.0015813902611897961
Service,Food,Passenger Car Rental,Drinking Places (Alcoholic Beverages),0.545366774986034,38,3032271,0.0017985423301084698
Service,Food,Passenger Car Rental,Full-Service Restaurants,3.9355652748641305,320,3032271,0.012978936496322825
Service,Food,Veterinary Services,Drinking Places (Alcoholic Beverages),0.3660289656376779,36,3032271,0.001207111652084124
Service,Food,Veterinary Services,Full-Service Restaurants,4.976702696739034,473,3032271,0.016412460155240196
Service,Grocery,All Other Automotive Repair and Maintenance,Convenience Stores,0.0513598755937631,3,778932,0.0006593627632933697
Service,Grocery,All Other Automotive Repair and Maintenance,Supermarkets and Other Grocery (except Convenience) Stores,0.15290766106018,15,778932,0.0019630424871513816
Service,Grocery,"Automotive Body, Paint, and Interior Repair and Maintenance",Convenience Stores,0.039134520520864496,5,778932,0.0005024125407720379
Service,Grocery,"Automotive Body, Paint, and Interior Repair and Maintenance",Supermarkets and Other Grocery (except Convenience) Stores,0.348811163590327,13,778932,0.0044780695053011944
Service,Grocery,Automotive Glass Replacement Shops,Supermarkets and Other Grocery (except Convenience) Stores,0.0528058035927074,6,778932,0.0006779257187110993
Service,Grocery,Automotive Oil Change and Lubrication Shops,Convenience Stores,0.0504859884553729,10,778932,0.0006481437205734634
Service,Grocery,Automotive Oil Change and Lubrication Shops,Supermarkets and Other Grocery (except Convenience) Stores,0.26052837094980663,29,778932,0.003344686968179593
Service,Grocery,Barber Shops,Supermarkets and Other Grocery (except Convenience) Stores,0.0450248714284598,6,778932,0.0005780334025108714
Service,Grocery,Beauty Salons,Convenience Stores,0.3853366438571353,74,778932,0.004946986949530065
Service,Grocery,Beauty Salons,Supermarkets and Other Grocery (except Convenience) Stores,2.191225249589411,225,778932,0.02813114944038005
Service,Grocery,Car Washes,Convenience Stores,0.07063545811391,9,778932,0.0009068244482690401
Service,Grocery,Car Washes,Supermarkets and Other Grocery (except Convenience) Stores,0.1599682452659666,22,778932,0.0020536869106156453
Service,Grocery,Commercial Banking,Convenience Stores,5.377835828966151,520,778932,0.06904114645394144
Service,Grocery,Commercial Banking,Supermarkets and Other Grocery (except Convenience) Stores,19.730104445380952,1605,778932,0.2532968788723657
Service,Grocery,Diet and Weight Reducing Centers,Convenience Stores,0.0741136795249727,12,778932,0.0009514781717142537
Service,Grocery,Diet and Weight Reducing Centers,Supermarkets and Other Grocery (except Convenience) Stores,0.6664654949912787,54,778932,0.008556144759635998
Service,Grocery,Drycleaning and Laundry Services (except Coin-Operated),Convenience Stores,2.0772118085945914,128,778932,0.02666743449485438
Service,Grocery,Drycleaning and Laundry Services (except Coin-Operated),Supermarkets and Other Grocery (except Convenience) Stores,4.754219620627485,349,778932,0.06103510474120315
Service,Grocery,Gasoline Stations with Convenience Stores,Convenience Stores,2.9871411319187122,218,778932,0.03834919006946321
Service,Grocery,Gasoline Stations with Convenience Stores,Supermarkets and Other Grocery (except Convenience) Stores,6.642167892237894,465,778932,0.08527275670068625
Service,Grocery,General Automotive Repair,Convenience Stores,0.21790578203541922,15,778932,0.002797494287504162
Service,Grocery,General Automotive Repair,Supermarkets and Other Grocery (except Convenience) Stores,0.5783496723862628,64,778932,0.007424905799046166
Service,Grocery,"Hair, Nail, and Skin Care Services",Convenience Stores,5.183284889119381,446,778932,0.06654348375877973
Service,Grocery,"Hair, Nail, and Skin Care Services",Supermarkets and Other Grocery (except Convenience) Stores,22.612980271836147,1608,778932,0.29030750144860074
Service,Grocery,Hotels (except Casino Hotels) and Motels,Convenience Stores,0.3611860174252028,32,778932,0.0046369390065525975
Service,Grocery,Hotels (except Casino Hotels) and Motels,Supermarkets and Other Grocery (except Convenience) Stores,1.217039727479009,124,778932,0.015624466930091575
Service,Grocery,Nail Salons,Convenience Stores,0.052203752986761304,4,778932,0.0006701965381671482
Service,Grocery,Nail Salons,Supermarkets and Other Grocery (except Convenience) Stores,0.2175505479266434,24,778932,0.0027929337596432477
Service,Grocery,Offices of Real Estate Agents and Brokers,Convenience Stores,1.2418293053280063,76,778932,0.015942717789588903
Service,Grocery,Offices of Real Estate Agents and Brokers,Supermarkets and Other Grocery (except Convenience) Stores,4.564840771104263,283,778932,0.05860384181294726
Service,Grocery,Other Automotive Mechanical and Electrical Repair and Maintenance,Supermarkets and Other Grocery (except Convenience) Stores,0.0157181540838961,2,778932,0.0002017910945229635
Service,Grocery,Other Gasoline Stations,Convenience Stores,0.48720998726145254,86,778932,0.006254846215862907
Service,Grocery,Other Gasoline Stations,Supermarkets and Other Grocery (except Convenience) Stores,2.753557221978756,294,778932,0.03535041854717429
Service,Grocery,Other Personal Care Services,Convenience Stores,1.2540695733483238,97,778932,0.016099859465888215
Service,Grocery,Other Personal Care Services,Supermarkets and Other Grocery (except Convenience) Stores,6.401512016743012,413,778932,0.08218319464013561
Service,Grocery,Parking Lots and Garages,Convenience Stores,0.0304417040294923,1,778932,0.0003908133704802512
Service,Grocery,Parking Lots and Garages,Supermarkets and Other Grocery (except Convenience) Stores,0.1000345124621357,12,778932,0.0012842521871246231
Service,Grocery,Passenger Car Rental,Convenience Stores,0.1686870707363724,14,778932,0.0021656199865504617
Service,Grocery,Passenger Car Rental,Supermarkets and Other Grocery (except Convenience) Stores,0.8298545364069504,70,778932,0.01065374816295839
Service,Grocery,Veterinary Services,Convenience Stores,0.426409221884897,28,778932,0.005474280449190649
Service,Grocery,Veterinary Services,Supermarkets and Other Grocery (except Convenience) Stores,1.6993453565231291,133,778932,0.021816350548226664
Service,Health,All Other Automotive Repair and Maintenance,General Medical and Surgical Hospitals,0.030841939889415,5,1143108,0.00026980775123098606
Service,Health,All Other Automotive Repair and Maintenance,Offices of Dentists,0.14470149936226379,19,1143108,0.0012658602630920594
Service,Health,"Automotive Body, Paint, and Interior Repair and Maintenance",Offices of Dentists,0.1442419554042202,7,1143108,0.0012618401358771016
Service,Health,Automotive Glass Replacement Shops,Offices of Dentists,0.012620214668956,2,1143108,0.00011040264497279347
Service,Health,Automotive Oil Change and Lubrication Shops,General Medical and Surgical Hospitals,0.034819521688878,5,1143108,0.0003046039542097335
Service,Health,Automotive Oil Change and Lubrication Shops,Offices of Dentists,0.1891267614358159,30,1143108,0.0016544960006912373
Service,Health,Barber Shops,Offices of Dentists,0.0586239561606857,5,1143108,0.0005128470464792976
Service,Health,Beauty Salons,General Medical and Surgical Hospitals,0.1332699468983201,32,1143108,0.0011658561299397793
Service,Health,Beauty Salons,Offices of Dentists,1.2095566695916944,237,1143108,0.010581298263958388
Service,Health,Car Washes,General Medical and Surgical Hospitals,0.0162103260552252,4,1143108,0.00014180922585814464
Service,Health,Car Washes,Offices of Dentists,0.2004529659174763,28,1143108,0.001753578541288105
Service,Health,Commercial Banking,General Medical and Surgical Hospitals,2.0324207513083654,236,1143108,0.017779778912476906
Service,Health,Commercial Banking,Offices of Dentists,14.24078347677208,1779,1143108,0.12457951021926257
Service,Health,Diet and Weight Reducing Centers,General Medical and Surgical Hospitals,0.1041276503790365,12,1143108,0.0009109169945362687
Service,Health,Diet and Weight Reducing Centers,Offices of Dentists,0.7510260660034026,68,1143108,0.00657003595463773
Service,Health,Drycleaning and Laundry Services (except Coin-Operated),General Medical and Surgical Hospitals,0.3138475278631067,38,1143108,0.002745563217675904
Service,Health,Drycleaning and Laundry Services (except Coin-Operated),Offices of Dentists,2.303165573636806,306,1143108,0.02014827622269117
Service,Health,Gasoline Stations with Convenience Stores,General Medical and Surgical Hospitals,0.6579655927145527,72,1143108,0.00575593550840824
Service,Health,Gasoline Stations with Convenience Stores,Offices of Dentists,4.2841303082297015,408,1143108,0.0374779137949319
Service,Health,General Automotive Repair,General Medical and Surgical Hospitals,0.062150310016649404,9,1143108,0.0005436958714019096
Service,Health,General Automotive Repair,Offices of Dentists,0.4458836356401681,48,1143108,0.0039006256245268872
Service,Health,"Hair, Nail, and Skin Care Services",General Medical and Surgical Hospitals,1.9883522207926134,211,1143108,0.017394263891011293
Service,Health,"Hair, Nail, and Skin Care Services",Offices of Dentists,17.679181979826755,1592,1143108,0.1546588946960983
Service,Health,Hotels (except Casino Hotels) and Motels,General Medical and Surgical Hospitals,0.0722108124149248,13,1143108,0.0006317059491747481
Service,Health,Hotels (except Casino Hotels) and Motels,Offices of Dentists,0.688337247995425,86,1143108,0.0060216291723566365
Service,Health,Nail Salons,General Medical and Surgical Hospitals,0.0146441009204498,2,1143108,0.00012810776339986947
Service,Health,Nail Salons,Offices of Dentists,0.043547416650989004,6,1143108,0.0003809562757936171
Service,Health,Offices of Real Estate Agents and Brokers,General Medical and Surgical Hospitals,0.2912245160654542,35,1143108,0.0025476553052332256
Service,Health,Offices of Real Estate Agents and Brokers,Offices of Dentists,5.073547556916827,373,1143108,0.04438379887916826
Service,Health,Other Automotive Mechanical and Electrical Repair and Maintenance,Offices of Dentists,0.0143099362083274,2,1143108,0.0001251844638330534
Service,Health,Other Gasoline Stations,General Medical and Surgical Hospitals,0.1833921602116968,31,1143108,0.0016043292515816247
Service,Health,Other Gasoline Stations,Offices of Dentists,3.190531800010179,380,1143108,0.02791102677971092
Service,Health,Other Personal Care Services,General Medical and Surgical Hospitals,0.7510293247049074,63,1143108,0.006570064462018526
Service,Health,Other Personal Care Services,Offices of Dentists,5.737352643968628,458,1143108,0.05019081875000987
Service,Health,Parking Lots and Garages,Offices of Dentists,0.056866581139563596,7,1143108,0.0004974733895621726
Service,Health,Passenger Car Rental,General Medical and Surgical Hospitals,0.0956106945933025,9,1143108,0.0008364099856995359
Service,Health,Passenger Car Rental,Offices of Dentists,0.687357512132231,72,1143108,0.006013058364845937
Service,Health,Veterinary Services,General Medical and Surgical Hospitals,0.1482224039181383,15,1143108,0.001296661417102656
Service,Health,Veterinary Services,Offices of Dentists,1.213526175615936,112,1143108,0.010616023819411078
Service,Office,All Other Automotive Repair and Maintenance,Office,0.2656063754323006,29,1224036,0.002169922906126132
Service,Office,"Automotive Body, Paint, and Interior Repair and Maintenance",Office,0.037487581067131605,4,1224036,0.0003062620794415491
Service,Office,Automotive Glass Replacement Shops,Office,0.49358150936361866,14,1224036,0.004032410070975189
Service,Office,Automotive Oil Change and Lubrication Shops,Office,0.5332011519473852,38,1224036,0.004356090441354545
Service,Office,Barber Shops,Office,0.1831049579015222,11,1224036,0.001495911541012864
Service,Office,Beauty Salons,Office,1.6817665379788038,289,1224036,0.013739518592417248
Service,Office,Car Washes,Office,0.2100083988326445,34,1224036,0.0017157044305285505
Service,Office,Commercial Banking,Office,19.3484669871912,2492,1224036,0.15807106153079808
Service,Office,Diet and Weight Reducing Centers,Office,1.3762350479813963,109,1224036,0.011243419703190071
Service,Office,Drycleaning and Laundry Services (except Coin-Operated),Office,4.3853057049137645,486,1224036,0.03582660726411449
Service,Office,Gasoline Stations with Convenience Stores,Office,7.918779949387243,620,1224036,0.06469401185412228
Service,Office,General Automotive Repair,Office,0.600143491582449,77,1224036,0.004902988895608045
Service,Office,"Hair, Nail, and Skin Care Services",Office,28.334695604060723,2277,1224036,0.23148580273832406
Service,Office,Hotels (except Casino Hotels) and Motels,Office,1.8976592809706174,201,1224036,0.015503296316208164
Service,Office,Nail Salons,Office,0.2129981089040403,21,1224036,0.0017401294480231
Service,Office,Offices of Real Estate Agents and Brokers,Office,5.929713091468395,418,1224036,0.04844394357247985
Service,Office,Other Gasoline Stations,Office,10.96778564785449,607,1224036,0.08960345649845665
Service,Office,Other Personal Care Services,Office,7.96255461831035,568,1224036,0.06505163751973267
Service,Office,Parking Lots and Garages,Office,0.11930667299939379,15,1224036,0.0009746990529640779
Service,Office,Passenger Car Rental,Office,1.1507929556675738,122,1224036,0.009401626714145449
Service,Office,Veterinary Services,Office,1.6220193700116516,165,1224036,0.01325140249152518
Service,Service,All Other Automotive Repair and Maintenance,All Other Automotive Repair and Maintenance,0.014680083991208001,2,6395841,2.295254680535054e-05
Service,Service,All Other Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops,0.0154135356420122,1,6395841,2.4099310226774243e-05
Service,Service,All Other Automotive Repair and Maintenance,Beauty Salons,0.0401919474970761,4,6395841,6.284075463582678e-05
Service,Service,All Other Automotive Repair and Maintenance,Commercial Banking,0.3572928882880328,38,6395841,0.0005586331622190621
Service,Service,All Other Automotive Repair and Maintenance,Diet and Weight Reducing Centers,0.012425392285325399,2,6395841,1.94273001554063e-05
Service,Service,All Other Automotive Repair and Maintenance,Drycleaning and Laundry Services (except Coin-Operated),0.0798926982863022,9,6395841,0.00012491351533958116
Service,Service,All Other Automotive Repair and Maintenance,Gasoline Stations with Convenience Stores,0.1518358413871122,13,6395841,0.0002373977736268181
Service,Service,All Other Automotive Repair and Maintenance,General Automotive Repair,0.024945077005866498,2,6395841,3.900202804582931e-05
Service,Service,All Other Automotive Repair and Maintenance,"Hair, Nail, and Skin Care Services",0.2308544563194152,26,6395841,0.0003609446456211391
Service,Service,All Other Automotive Repair and Maintenance,Hotels (except Casino Hotels) and Motels,0.0090870087799768,1,6395841,1.420768399335881e-05
Service,Service,All Other Automotive Repair and Maintenance,Offices of Real Estate Agents and Brokers,0.0294795651661421,4,6395841,4.6091773022722266e-05
Service,Service,All Other Automotive Repair and Maintenance,Other Gasoline Stations,0.026082621337142002,2,6395841,4.0780596855272046e-05
Service,Service,All Other Automotive Repair and Maintenance,Other Personal Care Services,0.0645412903368624,7,6395841,0.00010091134275674207
Service,Service,All Other Automotive Repair and Maintenance,Parking Lots and Garages,0.0035932551930466,1,6395841,5.618112134192516e-06
Service,Service,All Other Automotive Repair and Maintenance,Passenger Car Rental,0.1003241245604724,4,6395841,0.0001568583780623571
Service,Service,All Other Automotive Repair and Maintenance,Veterinary Services,0.013822408064681099,2,6395841,2.1611556736136966e-05
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Automotive Oil Change and Lubrication Shops,0.0021995280101661,1,6395841,3.438997326803621e-06
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Beauty Salons,0.041951617582544704,2,6395841,6.559202704154888e-05
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Commercial Banking,0.1062947617156495,12,6395841,0.00016619356503022744
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Diet and Weight Reducing Centers,0.0021995280101661,1,6395841,3.438997326803621e-06
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Drycleaning and Laundry Services (except Coin-Operated),0.0249494507607271,4,6395841,3.900886648171382e-05
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Gasoline Stations with Convenience Stores,0.1323205900740204,6,6395841,0.00020688536515216745
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance","Hair, Nail, and Skin Care Services",0.1952494529795443,22,6395841,0.000305275651754858
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Offices of Real Estate Agents and Brokers,0.0461897732566508,4,6395841,7.221845142280867e-05
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Other Gasoline Stations,0.0031343163166246,1,6395841,4.900553839009756e-06
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Other Personal Care Services,0.1766673348035024,9,6395841,0.00027622221190849245
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Passenger Car Rental,0.0502929691598553,3,6395841,7.863386403735693e-05
Service,Service,"Automotive Body, Paint, and Interior Repair and Maintenance",Veterinary Services,0.0063157442448498,1,6395841,9.874767438480412e-06
Service,Service,Automotive Glass Replacement Shops,Car Washes,0.00833860705948,1,6395841,1.3037545898154753e-05
Service,Service,Automotive Glass Replacement Shops,Commercial Banking,0.1152907219616985,9,6395841,0.000180258893180269
Service,Service,Automotive Glass Replacement Shops,Drycleaning and Laundry Services (except Coin-Operated),0.0099840927820855,1,6395841,1.5610289220894485e-05
Service,Service,Automotive Glass Replacement Shops,Gasoline Stations with Convenience Stores,0.0954453846800742,2,6395841,0.00014923038999886676
Service,Service,Automotive Glass Replacement Shops,"Hair, Nail, and Skin Care Services",0.0527036206606252,4,6395841,8.240295632837839e-05
Service,Service,Automotive Glass Replacement Shops,Offices of Real Estate Agents and Brokers,0.0174534389137265,1,6395841,2.7288731714447717e-05
Service,Service,Automotive Glass Replacement Shops,Other Gasoline Stations,0.0167495445446068,1,6395841,2.6188181577069844e-05
Service,Service,Automotive Glass Replacement Shops,Other Personal Care Services,0.1452791010533044,2,6395841,0.00022714620493740291
Service,Service,Automotive Glass Replacement Shops,Passenger Car Rental,0.0113304731184958,1,6395841,1.7715376474330428e-05
Service,Service,Automotive Oil Change and Lubrication Shops,All Other Automotive Repair and Maintenance,0.0041819034682715,1,6395841,6.538473155088597e-06
Service,Service,Automotive Oil Change and Lubrication Shops,"Automotive Body, Paint, and Interior Repair and Maintenance",0.0134641565758936,1,6395841,2.1051424786659954e-05
Service,Service,Automotive Oil Change and Lubrication Shops,Automotive Oil Change and Lubrication Shops,0.0184713604308135,2,6395841,2.8880268335021928e-05
Service,Service,Automotive Oil Change and Lubrication Shops,Beauty Salons,0.10678398889775059,11,6395841,0.00016695847957719806
Service,Service,Automotive Oil Change and Lubrication Shops,Car Washes,0.0961128434088525,4,6395841,0.0001502739724281021
Service,Service,Automotive Oil Change and Lubrication Shops,Commercial Banking,0.7031820532330157,68,6395841,0.0010994364200626872
Service,Service,Automotive Oil Change and Lubrication Shops,Diet and Weight Reducing Centers,0.0063697411289302,1,6395841,9.959192432911012e-06
Service,Service,Automotive Oil Change and Lubrication Shops,Drycleaning and Laundry Services (except Coin-Operated),0.1243364225131007,13,6395841,0.00019440199109562088
Service,Service,Automotive Oil Change and Lubrication Shops,Gasoline Stations with Convenience Stores,0.2423577921396608,14,6395841,0.000378930295702568
Service,Service,Automotive Oil Change and Lubrication Shops,General Automotive Repair,0.040796711919441495,6,6395841,6.37863135112982e-05
Service,Service,Automotive Oil Change and Lubrication Shops,"Hair, Nail, and Skin Care Services",0.6011206877166104,60,6395841,0.0009398618378984256
Service,Service,Automotive Oil Change and Lubrication Shops,Hotels (except Casino Hotels) and Motels,0.0172915093364711,3,6395841,2.703555222287593e-05
Service,Service,Automotive Oil Change and Lubrication Shops,Offices of Real Estate Agents and Brokers,0.09127666111214461,10,6395841,0.0001427125238293832
Service,Service,Automotive Oil Change and Lubrication Shops,Other Automotive Mechanical and Electrical Repair and Maintenance,0.0007760737943651,1,6395841,1.2134038265884033e-06
Service,Service,Automotive Oil Change and Lubrication Shops,Other Gasoline Stations,0.0226820594190491,5,6395841,3.5463763747486996e-05
