Taxonomy_a,Taxonomy_b,cat_a,cat_b,dep,dep_count,prod,dep_avg
Shopping,Health,Warehouse Clubs and Supercenters,General Medical and Surgical Hospitals,0.0521839315902198,29,734500,0.0007104687759049666
Shopping,Health,Warehouse Clubs and Supercenters,Offices of Dentists,0.2714900650209502,133,734500,0.0036962568416739304
Shopping,Health,Women's Clothing Stores,General Medical and Surgical Hospitals,0.0790426359167886,13,734500,0.0010761420819167952
Shopping,Health,Women's Clothing Stores,Offices of Dentists,0.2904837074274387,55,734500,0.0039548496586445025
Shopping,Office,All Other General Merchandise Stores,Office,1.5620786802328337,262,786500,0.019861140244536984
Shopping,Office,All Other Health and Personal Care Stores,Office,0.6937483904620866,57,786500,0.008820704265252213
Shopping,Office,All Other Home Furnishings Stores,Office,0.8202765679297149,116,786500,0.01042945413769504
Shopping,Office,All Other Miscellaneous Store Retailers (except Tobacco Stores),Office,1.2282950141238982,107,786500,0.01561722840589826
Shopping,Office,All Other Specialty Food Stores,Office,0.6569761096715229,86,786500,0.008353160962129978
Shopping,Office,Automotive Parts and Accessories Stores,Office,2.532158347794052,168,786500,0.0321952746064088
Shopping,Office,"Beer, Wine, and Liquor Stores",Office,2.972774046610322,385,786500,0.0377975085392285
Shopping,Office,Book Stores,Office,1.0072840939508363,115,786500,0.012807172205350749
Shopping,Office,Children's and Infants' Clothing Stores,Office,0.0761080534853139,7,786500,0.0009676802731762732
Shopping,Office,Clothing Accessories Stores,Office,0.0235927307329999,7,786500,0.000299971147272726
Shopping,Office,Confectionery and Nut Stores,Office,1.4445667756343854,60,786500,0.018367028297957857
Shopping,Office,"Cosmetics, Beauty Supplies, and Perfume Stores",Office,1.5651751765384332,206,786500,0.019900510826934944
Shopping,Office,Department Stores,Office,0.5409531544728526,61,786500,0.0068779803493051826
Shopping,Office,Electronics Stores,Office,6.614968335301184,632,786500,0.08410639968596546
Shopping,Office,Family Clothing Stores,Office,1.1498109811946542,351,786500,0.014619338603873542
Shopping,Office,Fish and Seafood Markets,Office,0.6370209000386677,62,786500,0.008099439288476385
Shopping,Office,Floor Covering Stores,Office,0.075789836205626,8,786500,0.0009636342810632677
Shopping,Office,Food (Health) Supplement Stores,Office,0.4037890108083206,76,786500,0.005133998865967203
Shopping,Office,Fruit and Vegetable Markets,Office,0.5474977429320748,67,786500,0.006961191899962807
Shopping,Office,Furniture Stores,Office,3.368078282896926,281,786500,0.042823627245987615
Shopping,Office,"Gift, Novelty, and Souvenir Stores",Office,1.5186098254475313,223,786500,0.01930845296182494
Shopping,Office,"Hobby, Toy, and Game Stores",Office,2.3317700728720174,156,786500,0.02964742622850626
Shopping,Office,Household Appliance Stores,Office,0.8204944614093665,53,786500,0.010432224557016739
Shopping,Office,Jewelry Stores,Office,2.4222530169139285,209,786500,0.03079787688383889
Shopping,Office,Luggage and Leather Goods Stores,Office,0.0453002451785311,5,786500,0.0005759726023970897
Shopping,Office,Malls,Office,1.642203289450776,649,786500,0.02087988924921521
Shopping,Office,Meat Markets,Office,0.5313366024622187,65,786500,0.006755710139379767
Shopping,Office,Men's Clothing Stores,Office,0.0614077412630441,7,786500,0.000780772298322239
Shopping,Office,Musical Instrument and Supplies Stores,Office,0.6268030877988492,73,786500,0.007969524320392234
Shopping,Office,"Nursery, Garden Center, and Farm Supply Stores",Office,0.243022426101078,16,786500,0.0030899227730588432
Shopping,Office,Office Supplies and Stationery Stores,Office,1.7837887044711724,162,786500,0.022680085244388717
Shopping,Office,Optical Goods Stores,Office,0.2535983143440808,202,786500,0.0032243905193144414
Shopping,Office,Other Clothing Stores,Office,0.058725672194479994,10,786500,0.0007466709751364271
Shopping,Office,Pet and Pet Supplies Stores,Office,0.9042161094482646,184,786500,0.01149670832102053
Shopping,Office,Pharmacies and Drug Stores,Office,6.717680424003483,1006,786500,0.08541233851244098
Shopping,Office,"Sewing, Needlework, and Piece Goods Stores",Office,1.0695326036573107,66,786500,0.013598634502953727
Shopping,Office,Shoe Stores,Office,2.948527810042712,179,786500,0.03748922835400778
Shopping,Office,Sporting Goods Stores,Office,1.3525544552806794,153,786500,0.017197132298546462
Shopping,Office,Tire Dealers,Office,0.7105470910790059,40,786500,0.009034292321411392
Shopping,Office,Tobacco Stores,Office,1.5359708862567893,100,786500,0.019529191179361593
Shopping,Office,Used Merchandise Stores,Office,1.7535815484993416,160,786500,0.022296014602661687
Shopping,Office,Warehouse Clubs and Supercenters,Office,0.4565369983565842,164,786500,0.005804666221952756
Shopping,Office,Women's Clothing Stores,Office,0.6065852786366125,90,786500,0.007712463809747138
Shopping,Service,All Other General Merchandise Stores,All Other Automotive Repair and Maintenance,0.0309514841411123,7,4109625,7.53146190737897e-05
Shopping,Service,All Other General Merchandise Stores,"Automotive Body, Paint, and Interior Repair and Maintenance",0.0298540434326481,4,4109625,7.264420338266411e-05
Shopping,Service,All Other General Merchandise Stores,Automotive Glass Replacement Shops,0.003312890840886,1,4109625,8.061297176472305e-06
Shopping,Service,All Other General Merchandise Stores,Automotive Oil Change and Lubrication Shops,0.0344549332595338,12,4109625,8.383960400166389e-05
Shopping,Service,All Other General Merchandise Stores,Barber Shops,0.0030372879216802,1,4109625,7.390669274399003e-06
Shopping,Service,All Other General Merchandise Stores,Beauty Salons,0.4238774629740122,61,4109625,0.0010314261349247491
Shopping,Service,All Other General Merchandise Stores,Car Washes,0.0136680409023245,7,4109625,3.3258608516165096e-05
Shopping,Service,All Other General Merchandise Stores,Commercial Banking,2.518861348485053,415,4109625,0.006129175651026683
Shopping,Service,All Other General Merchandise Stores,Diet and Weight Reducing Centers,0.0375686413698738,16,4109625,9.141622744136947e-05
Shopping,Service,All Other General Merchandise Stores,Drycleaning and Laundry Services (except Coin-Operated),0.5382210397049257,83,4109625,0.0013096597370926197
Shopping,Service,All Other General Merchandise Stores,Gasoline Stations with Convenience Stores,0.5127315004796354,112,4109625,0.0012476357343544373
Shopping,Service,All Other General Merchandise Stores,General Automotive Repair,0.2708357798508173,25,4109625,0.0006590279644756329
Shopping,Service,All Other General Merchandise Stores,"Hair, Nail, and Skin Care Services",2.036284601267474,389,4109625,0.0049549158409039114
Shopping,Service,All Other General Merchandise Stores,Hotels (except Casino Hotels) and Motels,0.1083825504677349,21,4109625,0.0002637285651798763
Shopping,Service,All Other General Merchandise Stores,Nail Salons,0.0085287566827939,3,4109625,2.0753126338276364e-05
Shopping,Service,All Other General Merchandise Stores,Offices of Real Estate Agents and Brokers,0.3889422353443297,70,4109625,0.0009464178248485682
Shopping,Service,All Other General Merchandise Stores,Other Gasoline Stations,0.5367888607620709,65,4109625,0.0013061747988248826
Shopping,Service,All Other General Merchandise Stores,Other Personal Care Services,0.5083066383973053,108,4109625,0.0012368686641659648
Shopping,Service,All Other General Merchandise Stores,Passenger Car Rental,0.175594509174653,27,4109625,0.0004272762336579445
Shopping,Service,All Other General Merchandise Stores,Veterinary Services,0.14122707435848111,20,4109625,0.0003436495406721565
Shopping,Service,All Other Health and Personal Care Stores,All Other Automotive Repair and Maintenance,0.0030457020717206,1,4109625,7.411143527014265e-06
Shopping,Service,All Other Health and Personal Care Stores,"Automotive Body, Paint, and Interior Repair and Maintenance",0.0152888123211799,1,4109625,3.720245112675706e-05
Shopping,Service,All Other Health and Personal Care Stores,Automotive Oil Change and Lubrication Shops,0.002941383332233,1,4109625,7.157303482028165e-06
Shopping,Service,All Other Health and Personal Care Stores,Beauty Salons,0.0824056310016871,11,4109625,0.0002005186142328974
Shopping,Service,All Other Health and Personal Care Stores,Car Washes,0.0013090876399003,1,4109625,3.185418718010281e-06
Shopping,Service,All Other Health and Personal Care Stores,Commercial Banking,0.2271824742399221,42,4109625,0.000552805850265954
Shopping,Service,All Other Health and Personal Care Stores,Diet and Weight Reducing Centers,0.0074352981674427,1,4109625,1.8092400565605623e-05
Shopping,Service,All Other Health and Personal Care Stores,Drycleaning and Laundry Services (except Coin-Operated),0.0308026692645142,6,4109625,7.495250604255668e-05
Shopping,Service,All Other Health and Personal Care Stores,Gasoline Stations with Convenience Stores,0.0180640027594741,8,4109625,4.395535543869356e-05
Shopping,Service,All Other Health and Personal Care Stores,General Automotive Repair,0.0836787072328098,4,4109625,0.00020361640595628508
Shopping,Service,All Other Health and Personal Care Stores,"Hair, Nail, and Skin Care Services",0.1387956709333258,31,4109625,0.0003377331774391235
Shopping,Service,All Other Health and Personal Care Stores,Hotels (except Casino Hotels) and Motels,0.0085191735001196,4,4109625,2.0729807464475712e-05
Shopping,Service,All Other Health and Personal Care Stores,Offices of Real Estate Agents and Brokers,0.0355944969201749,12,4109625,8.661251797955994e-05
Shopping,Service,All Other Health and Personal Care Stores,Other Gasoline Stations,0.0192915761262496,5,4109625,4.694242449432637e-05
Shopping,Service,All Other Health and Personal Care Stores,Other Personal Care Services,0.088965263430662,12,4109625,0.00021648024681245124
Shopping,Service,All Other Health and Personal Care Stores,Passenger Car Rental,0.0611179673161223,5,4109625,0.00014871908584389645
Shopping,Service,All Other Health and Personal Care Stores,Veterinary Services,0.0091631526973195,3,4109625,2.2296809799725037e-05
Shopping,Service,All Other Home Furnishings Stores,All Other Automotive Repair and Maintenance,0.0003943646862117,1,4109625,9.596123398404965e-07
Shopping,Service,All Other Home Furnishings Stores,Automotive Oil Change and Lubrication Shops,0.013069597909802399,6,4109625,3.1802409976098546e-05
Shopping,Service,All Other Home Furnishings Stores,Barber Shops,0.011721726563793,2,4109625,2.8522618398985308e-05
Shopping,Service,All Other Home Furnishings Stores,Beauty Salons,0.1664865508290123,43,4109625,0.00040511372893880165
Shopping,Service,All Other Home Furnishings Stores,Car Washes,0.0335004867021504,7,4109625,8.151713770027777e-05
Shopping,Service,All Other Home Furnishings Stores,Commercial Banking,1.0176464913154617,204,4109625,0.0024762514616673338
Shopping,Service,All Other Home Furnishings Stores,Diet and Weight Reducing Centers,0.010934416505979299,8,4109625,2.6606847354635273e-05
Shopping,Service,All Other Home Furnishings Stores,Drycleaning and Laundry Services (except Coin-Operated),0.1094143945514291,37,4109625,0.0002662393638140441
Shopping,Service,All Other Home Furnishings Stores,Gasoline Stations with Convenience Stores,0.1302909649206769,56,4109625,0.00031703857388612564
Shopping,Service,All Other Home Furnishings Stores,General Automotive Repair,0.0597559408443411,16,4109625,0.00014540485042878874
Shopping,Service,All Other Home Furnishings Stores,"Hair, Nail, and Skin Care Services",0.4563550609510455,199,4109625,0.0011104542651727237
Shopping,Service,All Other Home Furnishings Stores,Hotels (except Casino Hotels) and Motels,0.0342724019240919,13,4109625,8.339544830511762e-05
Shopping,Service,All Other Home Furnishings Stores,Offices of Real Estate Agents and Brokers,0.064457809750358,44,4109625,0.00015684596465701374
Shopping,Service,All Other Home Furnishings Stores,Other Automotive Mechanical and Electrical Repair and Maintenance,0.0012712734264376,1,4109625,3.093404937038294e-06
Shopping,Service,All Other Home Furnishings Stores,Other Gasoline Stations,0.042714701822555004,26,4109625,0.00010393819830898198
Shopping,Service,All Other Home Furnishings Stores,Other Personal Care Services,0.2906868988289367,79,4109625,0.0007073319313293469
Shopping,Service,All Other Home Furnishings Stores,Passenger Car Rental,0.0376127533272737,10,4109625,9.152356559850035e-05
Shopping,Service,All Other Home Furnishings Stores,Veterinary Services,0.0501459447573004,22,4109625,0.00012202073122803273
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),All Other Automotive Repair and Maintenance,0.0275501647400568,2,4109625,6.703814761701324e-05
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Automotive Oil Change and Lubrication Shops,0.0143049060393879,4,4109625,3.480830012321781e-05
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Beauty Salons,0.1319251516585085,21,4109625,0.00032101506015392764
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Car Washes,0.009967205281839399,3,4109625,2.4253320635920307e-05
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Commercial Banking,0.9212089211903876,96,4109625,0.002241588760994951
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Diet and Weight Reducing Centers,0.0335381762236962,5,4109625,8.160884806690684e-05
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Drycleaning and Laundry Services (except Coin-Operated),0.1548545783817208,16,4109625,0.00037680951031230536
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Gasoline Stations with Convenience Stores,0.3249194332576688,24,4109625,0.0007906303695779269
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),General Automotive Repair,0.0643660900959313,8,4109625,0.00015662278211742267
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),"Hair, Nail, and Skin Care Services",0.7286223085694516,66,4109625,0.001772965437404755
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Hotels (except Casino Hotels) and Motels,0.037011744310759,3,4109625,9.006112312135293e-05
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Offices of Real Estate Agents and Brokers,0.1157977964092621,13,4109625,0.00028177217242269576
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Other Gasoline Stations,0.1501904711719777,8,4109625,0.0003654602820743443
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Other Personal Care Services,0.3219156224808383,26,4109625,0.0007833211606432176
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Passenger Car Rental,0.1678457749975211,6,4109625,0.0004084211454756117
Shopping,Service,All Other Miscellaneous Store Retailers (except Tobacco Stores),Veterinary Services,0.0659137027700806,5,4109625,0.00016038860667355438
Shopping,Service,All Other Specialty Food Stores,All Other Automotive Repair and Maintenance,0.0305561236633388,1,4109625,7.43525836623507e-05
Shopping,Service,All Other Specialty Food Stores,Automotive Oil Change and Lubrication Shops,0.0027464643530797,1,4109625,6.683004782868753e-06
Shopping,Service,All Other Specialty Food Stores,Beauty Salons,0.0864993601896636,5,4109625,0.0002104799347620856
Shopping,Service,All Other Specialty Food Stores,Commercial Banking,0.7605031806264201,67,4109625,0.00185054154728575
Shopping,Service,All Other Specialty Food Stores,Diet and Weight Reducing Centers,0.0029096677653251,2,4109625,7.080129611156979e-06
Shopping,Service,All Other Specialty Food Stores,Drycleaning and Laundry Services (except Coin-Operated),0.045924884217525,7,4109625,0.00011174957378720685
Shopping,Service,All Other Specialty Food Stores,Gasoline Stations with Convenience Stores,0.1840031950617962,13,4109625,0.00044773719028328904
Shopping,Service,All Other Specialty Food Stores,General Automotive Repair,0.07683353001851109,3,4109625,0.00018695995381211446
Shopping,Service,All Other Specialty Food Stores,"Hair, Nail, and Skin Care Services",0.6694948253817322,63,4109625,0.0016290898205596185
Shopping,Service,All Other Specialty Food Stores,Hotels (except Casino Hotels) and Motels,0.0870436860079172,6,4109625,0.00021180444933033355
Shopping,Service,All Other Specialty Food Stores,Offices of Real Estate Agents and Brokers,0.1326169126321943,11,4109625,0.00032269833046128123
Shopping,Service,All Other Specialty Food Stores,Other Gasoline Stations,0.118657101613658,20,4109625,0.00028872975420788516
Shopping,Service,All Other Specialty Food Stores,Other Personal Care Services,0.1417411640185916,21,4109625,0.0003449004812326955
Shopping,Service,All Other Specialty Food Stores,Passenger Car Rental,0.057236390158571196,5,4109625,0.00013927399740504596
Shopping,Service,All Other Specialty Food Stores,Veterinary Services,0.0230139595831927,4,4109625,5.600014498450029e-05
Shopping,Service,Automotive Parts and Accessories Stores,All Other Automotive Repair and Maintenance,0.0809375316920823,7,4109625,0.00019694627050420002
Shopping,Service,Automotive Parts and Accessories Stores,Automotive Oil Change and Lubrication Shops,0.10225954887023139,13,4109625,0.00024882939166038603
Shopping,Service,Automotive Parts and Accessories Stores,Barber Shops,0.0054561376068592,1,4109625,1.3276485340777321e-05
Shopping,Service,Automotive Parts and Accessories Stores,Beauty Salons,0.4146165943914542,35,4109625,0.001008891551884793
Shopping,Service,Automotive Parts and Accessories Stores,Car Washes,0.0415094515143935,6,4109625,0.0001010054482206856
Shopping,Service,Automotive Parts and Accessories Stores,Commercial Banking,3.016112816354583,236,4109625,0.0073391436356226745
Shopping,Service,Automotive Parts and Accessories Stores,Diet and Weight Reducing Centers,0.0573162483795214,4,4109625,0.00013946831737572503
Shopping,Service,Automotive Parts and Accessories Stores,Drycleaning and Laundry Services (except Coin-Operated),0.7639008752458639,55,4109625,0.0018588091985177818
Shopping,Service,Automotive Parts and Accessories Stores,Gasoline Stations with Convenience Stores,0.9161583041272457,83,4109625,0.00222929903367642
Shopping,Service,Automotive Parts and Accessories Stores,General Automotive Repair,0.2243770308003843,19,4109625,0.0005459793309617893
Shopping,Service,Automotive Parts and Accessories Stores,"Hair, Nail, and Skin Care Services",2.0991766717115,187,4109625,0.005107951873252426
Shopping,Service,Automotive Parts and Accessories Stores,Hotels (except Casino Hotels) and Motels,0.2241024370312081,13,4109625,0.000545311158636635
Shopping,Service,Automotive Parts and Accessories Stores,Nail Salons,0.04358775121538,5,4109625,0.00010606259990967546
Shopping,Service,Automotive Parts and Accessories Stores,Offices of Real Estate Agents and Brokers,0.2242692497719825,30,4109625,0.0005457170660874959
Shopping,Service,Automotive Parts and Accessories Stores,Other Automotive Mechanical and Electrical Repair and Maintenance,0.0377416694663606,2,4109625,9.183725879212969e-05
Shopping,Service,Automotive Parts and Accessories Stores,Other Gasoline Stations,0.4165861503943269,36,4109625,0.0010136840962236867
Shopping,Service,Automotive Parts and Accessories Stores,Other Personal Care Services,0.5704371679773883,49,4109625,0.0013880516299598828
Shopping,Service,Automotive Parts and Accessories Stores,Parking Lots and Garages,0.026272430837957203,3,4109625,6.39290223267505e-05
Shopping,Service,Automotive Parts and Accessories Stores,Passenger Car Rental,0.2469737087307819,18,4109625,0.0006009640994756988
Shopping,Service,Automotive Parts and Accessories Stores,Veterinary Services,0.19906501486826858,19,4109625,0.00048438729779059787
Shopping,Service,Baked Goods Stores,Gasoline Stations with Convenience Stores,0.0191517606227689,1,4109625,4.660220974606904e-05
Shopping,Service,Baked Goods Stores,"Hair, Nail, and Skin Care Services",0.07158585623737529,2,4109625,0.00017419072600876063
Shopping,Service,"Beer, Wine, and Liquor Stores",All Other Automotive Repair and Maintenance,0.0583998178596453,8,4109625,0.00014210498003989488
Shopping,Service,"Beer, Wine, and Liquor Stores","Automotive Body, Paint, and Interior Repair and Maintenance",0.0080200661980649,2,4109625,1.9515323656209268e-05
Shopping,Service,"Beer, Wine, and Liquor Stores",Automotive Glass Replacement Shops,0.0200997049409699,2,4109625,4.890885407055364e-05
Shopping,Service,"Beer, Wine, and Liquor Stores",Automotive Oil Change and Lubrication Shops,0.1362302535998472,14,4109625,0.0003314907165491917
Shopping,Service,"Beer, Wine, and Liquor Stores",Barber Shops,0.0044846520106079,2,4109625,1.0912557740932325e-05
Shopping,Service,"Beer, Wine, and Liquor Stores",Beauty Salons,0.698491841709073,62,4109625,0.0016996486095667439
Shopping,Service,"Beer, Wine, and Liquor Stores",Car Washes,0.1014641052711572,8,4109625,0.00024689382917214396
Shopping,Service,"Beer, Wine, and Liquor Stores",Commercial Banking,5.267433048278711,494,4109625,0.01281730826603087
Shopping,Service,"Beer, Wine, and Liquor Stores",Diet and Weight Reducing Centers,0.1419945144693577,25,4109625,0.0003455169619353535
Shopping,Service,"Beer, Wine, and Liquor Stores",Drycleaning and Laundry Services (except Coin-Operated),1.3950979159648833,102,4109625,0.003394708558481329
Shopping,Service,"Beer, Wine, and Liquor Stores",Gasoline Stations with Convenience Stores,1.3170376079872876,144,4109625,0.0032047634710886948
Shopping,Service,"Beer, Wine, and Liquor Stores",General Automotive Repair,0.1466391005594442,20,4109625,0.0003568186891977837
Shopping,Service,"Beer, Wine, and Liquor Stores","Hair, Nail, and Skin Care Services",4.949370780037178,489,4109625,0.012043363518659679
Shopping,Service,"Beer, Wine, and Liquor Stores",Hotels (except Casino Hotels) and Motels,0.7853114916460187,42,4109625,0.0019109079092277728
Shopping,Service,"Beer, Wine, and Liquor Stores",Nail Salons,0.0966333085179875,9,4109625,0.00023513899326091188
Shopping,Service,"Beer, Wine, and Liquor Stores",Offices of Real Estate Agents and Brokers,0.8847272837977735,93,4109625,0.00215281755342099
Shopping,Service,"Beer, Wine, and Liquor Stores",Other Gasoline Stations,1.05677453209657,94,4109625,0.0025714621944741183
Shopping,Service,"Beer, Wine, and Liquor Stores",Other Personal Care Services,0.7169813063708613,121,4109625,0.0017446392465756883
Shopping,Service,"Beer, Wine, and Liquor Stores",Parking Lots and Garages,0.0405419792653086,4,4109625,9.865128634682874e-05
Shopping,Service,"Beer, Wine, and Liquor Stores",Passenger Car Rental,0.3841174371832592,27,4109625,0.0009346775853837252
Shopping,Service,"Beer, Wine, and Liquor Stores",Veterinary Services,0.2260851700008442,38,4109625,0.0005501357666474293
Shopping,Service,Book Stores,All Other Automotive Repair and Maintenance,0.0155955961363822,2,4109625,3.794895187853442e-05
Shopping,Service,Book Stores,"Automotive Body, Paint, and Interior Repair and Maintenance",0.0139308511175432,2,4109625,3.389810777757873e-05
Shopping,Service,Book Stores,Automotive Oil Change and Lubrication Shops,0.0352460553500919,1,4109625,8.576465091119482e-05
Shopping,Service,Book Stores,Beauty Salons,0.1140679052816897,13,4109625,0.0002775628075108792
Shopping,Service,Book Stores,Car Washes,0.0126887170623561,1,4109625,3.08756080234963e-05
Shopping,Service,Book Stores,Commercial Banking,0.9096790922938159,82,4109625,0.002213533089500419
Shopping,Service,Book Stores,Diet and Weight Reducing Centers,0.0611340678841341,5,4109625,0.00014875826354992025
Shopping,Service,Book Stores,Drycleaning and Laundry Services (except Coin-Operated),0.20577756842738681,22,4109625,0.0005007210351975832
Shopping,Service,Book Stores,Gasoline Stations with Convenience Stores,0.3282808098674142,24,4109625,0.0007988096477596233
Shopping,Service,Book Stores,General Automotive Repair,0.006715916602708601,2,4109625,1.6341920741451105e-05
Shopping,Service,Book Stores,"Hair, Nail, and Skin Care Services",0.665090110582847,80,4109625,0.001618371774998563
Shopping,Service,Book Stores,Hotels (except Casino Hotels) and Motels,0.0816044786626818,9,4109625,0.00019856916059903716
Shopping,Service,Book Stores,Offices of Real Estate Agents and Brokers,0.2347630758354678,21,4109625,0.0005712518194128851
Shopping,Service,Book Stores,Other Gasoline Stations,0.1345921984890383,19,4109625,0.0003275048173228417
Shopping,Service,Book Stores,Other Personal Care Services,0.2566553173340665,21,4109625,0.0006245224742745786
Shopping,Service,Book Stores,Parking Lots and Garages,0.0074287404830545,1,4109625,1.8076443673217144e-05
Shopping,Service,Book Stores,Passenger Car Rental,0.0300186049123863,4,4109625,7.304463281293622e-05
Shopping,Service,Book Stores,Veterinary Services,0.0080473448102387,2,4109625,1.958170103169681e-05
Shopping,Service,Children's and Infants' Clothing Stores,All Other Automotive Repair and Maintenance,0.0280093166760258,1,4109625,6.81554075518467e-05
Shopping,Service,Children's and Infants' Clothing Stores,"Automotive Body, Paint, and Interior Repair and Maintenance",0.013138853261912,1,4109625,3.19709298583496e-05
Shopping,Service,Children's and Infants' Clothing Stores,Beauty Salons,0.0298117981247236,4,4109625,7.254140736617964e-05
Shopping,Service,Children's and Infants' Clothing Stores,Commercial Banking,0.2600259188353337,22,4109625,0.0006327241994958997
Shopping,Service,Children's and Infants' Clothing Stores,Drycleaning and Laundry Services (except Coin-Operated),0.0321460215930332,5,4109625,7.822130143999319e-05
Shopping,Service,Children's and Infants' Clothing Stores,Gasoline Stations with Convenience Stores,0.0167352037369641,2,4109625,4.0721972776017526e-05
Shopping,Service,Children's and Infants' Clothing Stores,General Automotive Repair,0.06081941026172211,2,4109625,0.0001479926033682443
Shopping,Service,Children's and Infants' Clothing Stores,"Hair, Nail, and Skin Care Services",0.1914189016168266,16,4109625,0.00046578191834249256
Shopping,Service,Children's and Infants' Clothing Stores,Hotels (except Casino Hotels) and Motels,0.009788949907493301,2,4109625,2.3819569686998937e-05
Shopping,Service,Children's and Infants' Clothing Stores,Nail Salons,0.0130702790870948,1,4109625,3.1804067493006785e-05
Shopping,Service,Children's and Infants' Clothing Stores,Offices of Real Estate Agents and Brokers,0.0080388371619512,1,4109625,1.9560999268670985e-05
Shopping,Service,Children's and Infants' Clothing Stores,Other Gasoline Stations,0.0213482620968126,3,4109625,5.1946983232807374e-05
Shopping,Service,Children's and Infants' Clothing Stores,Other Personal Care Services,0.0099512610606381,3,4109625,2.421452337047322e-05
Shopping,Service,Children's and Infants' Clothing Stores,Veterinary Services,0.0045513575480479,1,4109625,1.107487312844335e-05
Shopping,Service,Clothing Accessories Stores,Automotive Oil Change and Lubrication Shops,0.0033379699651796,1,4109625,8.12232251161505e-06
Shopping,Service,Clothing Accessories Stores,Beauty Salons,0.0463585316889409,4,4109625,0.00011280477340132226
Shopping,Service,Clothing Accessories Stores,Commercial Banking,0.1005282919177803,13,4109625,0.0002446167032704451
Shopping,Service,Clothing Accessories Stores,Diet and Weight Reducing Centers,0.0023847483008487,1,4109625,5.802836757243544e-06
Shopping,Service,Clothing Accessories Stores,Drycleaning and Laundry Services (except Coin-Operated),0.0554447226674444,6,4109625,0.00013491431132389063
Shopping,Service,Clothing Accessories Stores,Gasoline Stations with Convenience Stores,0.0090216344476708,1,4109625,2.19524517387129e-05
Shopping,Service,Clothing Accessories Stores,"Hair, Nail, and Skin Care Services",0.243257663475174,19,4109625,0.0005919218018071576
Shopping,Service,Clothing Accessories Stores,Hotels (except Casino Hotels) and Motels,0.005532910480818101,2,4109625,1.3463297699469176e-05
Shopping,Service,Clothing Accessories Stores,Offices of Real Estate Agents and Brokers,0.0688390185621981,5,4109625,0.00016750681281673657
Shopping,Service,Clothing Accessories Stores,Other Gasoline Stations,0.05881464108740579,5,4109625,0.0001431143743952448
Shopping,Service,Clothing Accessories Stores,Other Personal Care Services,0.0591203817673275,7,4109625,0.00014385833687338261
Shopping,Service,Clothing Accessories Stores,Passenger Car Rental,0.0063886595082632,1,4109625,1.55456021127553e-05
Shopping,Service,Confectionery and Nut Stores,Barber Shops,0.0241596664260214,1,4109625,5.8788007241588704e-05
Shopping,Service,Confectionery and Nut Stores,Beauty Salons,0.1733079542082805,21,4109625,0.0004217123319239115
Shopping,Service,Confectionery and Nut Stores,Car Washes,0.0123601619506222,1,4109625,3.0076130913701857e-05
Shopping,Service,Confectionery and Nut Stores,Commercial Banking,1.066445377051527,86,4109625,0.0025949943779579082
Shopping,Service,Confectionery and Nut Stores,Diet and Weight Reducing Centers,0.0246643403517186,2,4109625,6.001603638219691e-05
Shopping,Service,Confectionery and Nut Stores,Drycleaning and Laundry Services (except Coin-Operated),0.14857565298466818,13,4109625,0.00036153092553376084
Shopping,Service,Confectionery and Nut Stores,Gasoline Stations with Convenience Stores,0.179867478861012,21,4109625,0.0004376737022502345
Shopping,Service,Confectionery and Nut Stores,General Automotive Repair,0.0159664757339019,3,4109625,3.885141766925668e-05
Shopping,Service,Confectionery and Nut Stores,"Hair, Nail, and Skin Care Services",1.4330779019473856,82,4109625,0.0034871257157219593
Shopping,Service,Confectionery and Nut Stores,Hotels (except Casino Hotels) and Motels,0.06433393325014561,6,4109625,0.0001565445344773443
Shopping,Service,Confectionery and Nut Stores,Nail Salons,0.0265346790317516,3,4109625,6.45671540146646e-05
Shopping,Service,Confectionery and Nut Stores,Offices of Real Estate Agents and Brokers,0.1018920029746662,11,4109625,0.0002479350378067736
Shopping,Service,Confectionery and Nut Stores,Other Gasoline Stations,0.2526899885108173,13,4109625,0.0006148735918990597
Shopping,Service,Confectionery and Nut Stores,Other Personal Care Services,0.2520212933360592,36,4109625,0.0006132464478779919
Shopping,Service,Confectionery and Nut Stores,Passenger Car Rental,0.0606268165510977,7,4109625,0.00014752396277299681
Shopping,Service,Confectionery and Nut Stores,Veterinary Services,0.093089057991841,9,4109625,0.0002265147257762959
